Serial Num,Market,Vessel,Year,Processor,Reported Lbs,Converted Lbs,Price,Gear,Use,Origin,,Condition,Sub Market,Port,Unit,Month,Day,CFL Id
Z557899,752,30329,2011,8407,167,167,1.17,18,3,860,,,,881,LBS,12,21,L01739
Z557979,752,30329,2011,8407,740,740,0.89,18,3,860,,,,881,LBS,12,22,L01739
Z557413,752,30329,2011,8407,630,630,0.55,18,3,860,,,,881,LBS,11,17,L01739
Z557994,752,30329,2011,8407,234,234,1.07,18,3,860,,,,881,LBS,12,27,L01739
Z557450,752,30329,2011,8407,265,265,0.41,18,3,860,,,,881,LBS,11,11,L01739
Z557446,752,30329,2011,8407,612,612,0.54,18,3,860,,,,881,LBS,11,10,L01739
Z557883,752,30329,2011,8407,652,652,1.03,18,3,860,,,,881,LBS,12,17,L01739
Z557882,752,30329,2011,8407,904,904,0.78,18,3,860,,,,881,LBS,12,16,L01739
Z557876,752,30329,2011,8407,1109,1109,0.87,18,3,860,,,,881,LBS,12,15,L01739
Z557442,752,30329,2011,8407,600,600,0.54,18,3,860,,,,881,LBS,11,9,L01739
Z547053,752,30329,2011,84152,50,50,0.6,18,3,860,,,,881,LBS,12,21,L01739
Z547052,752,30329,2011,84152,83,83,0.6,18,3,860,,,,881,LBS,12,16,L01739
Z547051,752,30329,2011,84152,60,60,0.6,18,3,860,,,,881,LBS,12,14,L01739
Z557841,752,30329,2011,8407,212,212,0.68,18,3,860,,,,881,LBS,12,14,L01739
Z557835,752,30329,2011,8407,428,428,0.75,18,3,860,,,,881,LBS,12,7,L01739
Z557829,752,30329,2011,8407,422,422,0.9,18,3,860,,,,881,LBS,12,6,L01739
Z557823,752,30329,2011,8407,418,418,0.64,18,3,860,,,,881,LBS,12,5,L01739
Z557995,752,30329,2011,8407,542,542,0.6,18,3,860,,,,881,LBS,12,28,L01739
Z557997,752,30329,2011,8407,48,48,2.75,18,3,860,,,,881,LBS,12,29,L01739
Z557997,752,30329,2011,8407,701,701,0.81,18,3,860,,,,881,LBS,12,29,L01739
Z557997,752,30329,2011,8407,749,749,3.35,18,3,860,,,,881,LBS,12,29,L01739
Z552371,752,30329,2011,8407,170,170,1.2,18,3,860,,,,881,LBS,9,19,L01739
Z550835,752,30329,2011,8407,428,428,0.69,18,3,860,,,,881,LBS,8,2,L01739
Z550831,752,30329,2011,8407,740,740,0.84,18,3,860,,,,881,LBS,8,1,L01739
Z549750,752,30329,2011,8407,588,588,0.71,18,3,860,,,,881,LBS,7,28,L01739
Z549745,752,30329,2011,8407,875,875,0.62,18,3,860,,,,881,LBS,7,27,L01739
Z549345,752,30329,2011,8407,270,270,0.86,18,3,860,,,,881,LBS,5,27,L01739
Z549339,752,30329,2011,8407,259,259,1.05,18,3,860,,,,881,LBS,5,26,L01739
Z549333,752,30329,2011,8407,84,84,1.21,18,3,860,,,,881,LBS,5,25,L01739
Z549431,752,30329,2011,8407,261,261,0.13,18,3,860,,,,881,LBS,6,2,L01739
Z549441,752,30329,2011,8407,525,525,0.75,18,3,860,,,,881,LBS,6,7,L01739
Z549435,752,30329,2011,8407,397,397,0.63,18,3,860,,,,881,LBS,6,6,L01739
Z549446,752,30329,2011,8407,439,439,0.9,18,3,860,,,,881,LBS,6,8,L01739
Z546562,752,30329,2011,8407,1083,1083,0.8,18,3,860,,,,881,LBS,6,13,L01739
Z546556,752,30329,2011,8407,720,720,0.83,18,3,860,,,,881,LBS,6,9,L01739
Z546565,752,30329,2011,8407,223,223,0.96,18,3,860,,,,881,LBS,6,14,L01739
Z549326,752,30329,2011,8407,145,145,0.48,18,3,860,,,,881,LBS,5,21,L01739
Z550850,752,30329,2011,8407,293,293,0.79,18,3,860,,,,881,LBS,8,4,L01739
Z457562,752,30329,2011,84152,161,161,0.25,18,3,860,,,,881,LBS,5,20,L01739
Z457555,752,30329,2011,84152,31,31,0.5,18,3,860,,,,881,LBS,2,28,L01739
Z457554,752,30329,2011,84152,101,101,0.5,18,3,860,,,,881,LBS,2,15,L01739
Z457553,752,30329,2011,84152,100,100,0.5,18,3,860,,,,881,LBS,2,9,L01739
Z549512,752,30329,2011,8407,347,347,0.45,18,3,860,,,,881,LBS,5,2,L01739
Z546500,752,30329,2011,8407,441,441,1.33,18,3,860,,,,869,LBS,3,31,L01739
Z546489,752,30329,2011,8407,284,284,1.22,18,3,860,,,,869,LBS,3,29,L01739
Z457558,752,30329,2011,84152,37,37,0.5,18,3,860,,,,881,LBS,4,25,L01739
Z457557,752,30329,2011,84152,53,53,0.5,18,3,860,,,,881,LBS,4,14,L01739
Z546577,752,30329,2011,8407,439,439,0.71,18,3,860,,,,869,LBS,4,11,L01739
Z546548,752,30329,2011,8407,215,215,0.92,18,3,860,,,,869,LBS,4,25,L01739
Z546538,752,30329,2011,8407,370,370,0.84,18,3,860,,,,869,LBS,4,22,L01739
Z546533,752,30329,2011,8407,315,315,1.2,18,3,860,,,,869,LBS,4,20,L01739
Z546467,752,30329,2011,8407,174,174,0.73,18,3,860,,,,869,LBS,4,5,L01739
Z549386,752,30329,2011,8407,365,365,1.5,18,3,860,,,,869,LBS,5,16,L01739
Z549380,752,30329,2011,8407,161,161,1.14,18,3,860,,,,869,LBS,5,15,L01739
Z542618,752,30329,2011,8407,252,252,0.95,18,3,860,,,,869,LBS,2,28,L01739
Z546519,752,30329,2011,8407,244,244,0.73,18,3,860,,,,881,LBS,3,23,L01739
Z546486,752,30329,2011,8407,725,725,1.08,18,3,860,,,,869,LBS,3,28,L01739
Z549540,752,30329,2011,8407,408,408,1.33,18,3,860,,,,869,LBS,4,17,L01739
Z549538,752,30329,2011,8407,480,480,1.21,18,3,860,,,,869,LBS,4,16,L01739
Z549527,752,30329,2011,8407,739,739,1.1,18,3,860,,,,869,LBS,4,15,L01739
Z549483,752,30329,2011,8407,64,64,0.97,18,3,860,,,,869,LBS,4,27,L01739
Z542598,752,30329,2011,8407,230,230,0.85,18,3,860,,,,881,LBS,4,10,L01739
Z546597,752,30329,2011,8407,424,424,1.08,18,3,860,,,,869,LBS,4,14,L01739
Z546455,752,30329,2011,8407,283,283,0.93,18,3,860,,,,869,LBS,4,2,L01739
Z546321,752,30329,2011,8407,620,620,1.12,18,3,860,,,,869,LBS,3,27,L01739
Z542672,752,30329,2011,8407,172,172,0.83,18,3,860,,,,881,LBS,3,3,L01739
Z542631,752,30329,2011,8407,361,361,0.98,18,3,860,,,,869,LBS,3,3,L01739
Z542626,752,30329,2011,8407,588,588,1.15,18,3,860,,,,869,LBS,3,1,L01739
Z546506,752,30329,2011,8407,442,442,0.92,18,3,860,,,,869,LBS,3,9,L01739
Z546332,752,30329,2011,8407,482,482,0.95,18,3,860,,,,869,LBS,3,10,L01739
Z542609,752,30329,2011,8407,419,419,1.02,18,3,860,,,,869,LBS,2,24,L01739
Z542604,752,30329,2011,8407,435,435,1.24,18,3,860,,,,869,LBS,2,23,L01739
Z543307,752,30329,2011,8407,404,404,0.75,18,3,860,,,,881,LBS,1,18,L01739
Z542684,752,30329,2011,8407,429,429,1.25,18,3,860,,,,869,LBS,2,9,L01739
Z542562,752,30329,2011,8407,332,332,0.75,18,3,860,,,,869,LBS,2,15,L01739
Z542554,752,30329,2011,8407,150,150,0.78,18,3,860,,,,869,LBS,2,14,L01739
Z543313,752,30329,2011,8407,52,52,0.81,18,3,860,,,,881,LBS,1,22,L01739
Z457556,752,30329,2011,84152,40,40,0.5,18,3,860,,,,880,LBS,3,29,L01739
Z543494,752,30329,2011,8407,81,81,0.89,18,3,860,,,,881,LBS,1,14,L01739
Z543489,752,30329,2011,8407,514,514,0.91,18,3,860,,,,881,LBS,1,13,L01739
Z542520,752,34487,2011,8407,2471,2471,0.66,18,3,867,,,,881,LBS,2,7,L01739
Z542503,752,30329,2011,8407,313,313,0.86,18,3,860,,,,881,LBS,1,28,L01739
Z543400,752,30329,2011,8407,480,480,0.77,18,3,860,,,,881,LBS,1,11,L01739
Z543344,752,30329,2011,8407,847,847,1.12,18,3,860,,,,881,LBS,1,1,L01739
Z542455,752,30329,2011,8407,234,234,0.95,18,3,860,,,,881,LBS,2,10,L01739
Z543323,752,30329,2011,8407,324,324,0.89,18,3,860,,,,881,LBS,1,27,L01739
Z543321,752,30329,2011,8407,352,352,0.77,18,3,860,,,,881,LBS,1,26,L01739
Z543318,752,30329,2011,8407,100,100,0.21,18,3,860,,,,881,LBS,1,25,L01739
Z543479,752,30329,2011,8407,345,345,0.81,18,3,860,,,,881,LBS,1,12,L01739
Z543301,752,30329,2011,8407,300,300,0.8,18,3,860,,,,881,LBS,1,17,L01739
Z545262,752,37146,2011,84152,138,138,0.6,18,3,860,,,,869,LBS,9,15,L07191
Z545261,752,37146,2011,84152,89,89,0.6,18,3,860,,,,869,LBS,9,8,L07191
Z545260,752,37146,2011,84152,128,128,0.6,18,3,860,,,,869,LBS,8,31,L07191
Z545259,752,37146,2011,84152,134,134,0.6,18,3,860,,,,869,LBS,8,25,L07191
Z545258,752,37146,2011,84152,178,178,0.6,18,3,860,,,,869,LBS,8,18,L07191
Z550874,752,37146,2011,8407,606,606,0.94,18,3,860,,,,869,LBS,8,16,L07191
Z545257,752,37146,2011,84152,221,221,0.6,18,3,860,,,,869,LBS,8,11,L07191
Z545256,752,37146,2011,84152,184,184,0.6,18,3,860,,,,869,LBS,8,2,L07191
Z545255,752,37146,2011,84152,173,173,0.6,18,3,860,,,,869,LBS,7,28,L07191
Z545254,752,37146,2011,84152,247,247,0.6,18,3,860,,,,868,LBS,7,21,L07191
Z552480,752,37146,2011,8407,508,508,1.11,18,3,860,,,,869,LBS,9,29,L07191
Z552476,752,37146,2011,8407,775,775,1.03,18,3,860,,,,869,LBS,9,28,L07191
Z552379,752,37146,2011,8407,747,747,1.45,18,3,860,,,,869,LBS,9,22,L07191
Z551046,752,37146,2011,8407,711,711,1.44,18,3,860,,,,869,LBS,9,8,L07191
Z551043,752,37146,2011,8407,738,738,1.08,18,3,860,,,,869,LBS,9,7,L07191
Z557545,752,37146,2011,8407,425,425,0.82,18,3,860,,,,869,LBS,11,30,L07191
Z557537,752,37146,2011,8407,869,869,1.17,18,3,860,,,,869,LBS,11,28,L07191
Z557534,752,37146,2011,8407,482,482,1.02,18,3,860,,,,869,LBS,11,26,L07191
Z557529,752,37146,2011,8407,718,718,1.16,18,3,860,,,,869,LBS,11,22,L07191
Z557527,752,37146,2011,8407,614,614,1.09,18,3,860,,,,869,LBS,11,21,L07191
Z550970,752,37146,2011,8407,457,457,1.11,18,3,860,,,,869,LBS,8,24,L07191
Z550961,752,37146,2011,8407,423,423,1.11,18,3,860,,,,869,LBS,8,23,L07191
Z550958,752,37146,2011,8407,1460,1460,1.01,18,3,860,,,,869,LBS,8,22,L07191
Z550955,752,37146,2011,8407,866,866,1.15,18,3,860,,,,869,LBS,8,18,L07191
Z557377,752,37146,2011,8407,446,446,1.03,18,3,860,,,,869,LBS,10,27,L07191
Z557372,752,37146,2011,8407,495,495,1.31,18,3,860,,,,869,LBS,10,26,L07191
Z557367,752,37146,2011,8407,905,905,0.98,18,3,860,,,,869,LBS,10,25,L07191
Z557362,752,37146,2011,8407,671,671,1.22,18,3,860,,,,869,LBS,10,24,L07191
Z551010,752,37146,2011,8407,521,521,1.29,18,3,860,,,,869,LBS,9,15,L07191
Z551001,752,37146,2011,8407,614,614,0.94,18,3,860,,,,869,LBS,9,12,L07191
Z545271,752,37146,2011,84152,83,83,0.6,18,3,860,,,,869,LBS,12,16,L07191
Z545270,752,37146,2011,84152,86,86,0.6,18,3,860,,,,869,LBS,12,8,L07191
Z545269,752,37146,2011,84152,82,82,0.6,18,3,860,,,,869,LBS,12,5,L07191
Z545268,752,37146,2011,84152,93,93,0.6,18,3,860,,,,869,LBS,11,26,L07191
Z545267,752,37146,2011,84152,97,97,0.6,18,3,860,,,,869,LBS,11,16,L07191
Z545266,752,37146,2011,84152,79,79,0.6,18,3,860,,,,869,LBS,10,24,L07191
Z545265,752,37146,2011,84152,72,72,0.6,18,3,860,,,,869,LBS,11,2,L07191
Z557383,752,37146,2011,8407,811,811,0.95,18,3,860,,,,869,LBS,10,31,L07191
Z557869,752,37146,2011,8407,315,315,0.96,18,3,860,,,,869,LBS,12,23,L07191
Z557863,752,37146,2011,8407,586,586,0.9,18,3,860,,,,869,LBS,12,22,L07191
Z557856,752,37146,2011,8407,235,235,0.53,18,3,860,,,,869,LBS,12,16,L07191
Z557851,752,37146,2011,8407,757,757,0.91,18,3,860,,,,869,LBS,12,15,L07191
Z557400,752,37146,2011,8407,251,251,1.25,18,3,860,,,,869,LBS,11,3,L07191
Z557469,752,37146,2011,8407,546,546,1.01,18,3,860,,,,869,LBS,11,15,L07191
Z557466,752,37146,2011,8407,726,726,1.29,18,3,860,,,,869,LBS,11,15,L07191
Z557463,752,37146,2011,8407,278,278,1.32,18,3,860,,,,869,LBS,11,14,L07191
Z557462,752,37146,2011,8407,374,374,0.86,18,3,860,,,,869,LBS,11,11,L07191
Z557459,752,37146,2011,8407,822,822,1.01,18,3,860,,,,869,LBS,11,10,L07191
Z557456,752,37146,2011,8407,867,867,0.95,18,3,860,,,,869,LBS,11,9,L07191
Z557454,752,37146,2011,8407,859,859,1.17,18,3,860,,,,869,LBS,11,8,L07191
Z545264,752,37146,2011,84152,123,123,0.6,18,3,860,,,,869,LBS,9,22,L07191
Z545263,752,37146,2011,84152,93,93,0.6,18,3,860,,,,869,LBS,9,29,L07191
Z552494,752,37146,2011,8407,331,331,1.22,18,3,860,,,,869,LBS,10,5,L07191
Z552489,752,37146,2011,8407,547,547,1.36,18,3,860,,,,869,LBS,10,4,L07191
Z552486,752,37146,2011,8407,1023,1023,0.78,18,3,860,,,,869,LBS,10,3,L07191
Z558041,752,37146,2011,8407,549,549,1.06,18,3,860,,,,869,LBS,12,8,L07191
Z558035,752,37146,2011,8407,885,885,0.83,18,3,860,,,,869,LBS,12,7,L07191
Z558030,752,37146,2011,8407,444,444,1.33,18,3,860,,,,869,LBS,12,6,L07191
Z558026,752,37146,2011,8407,324,324,1.07,18,3,860,,,,869,LBS,12,5,L07191
Z551033,752,37146,2011,8407,524,524,1.05,18,3,860,,,,869,LBS,8,31,L07191
Z551031,752,37146,2011,8407,576,576,1.61,18,3,860,,,,869,LBS,8,30,L07191
Z552441,752,37146,2011,8407,283,283,1.42,18,3,860,,,,869,LBS,10,13,L07191
Z552436,752,37146,2011,8407,517,517,1.32,18,3,860,,,,869,LBS,10,12,L07191
Z552429,752,37146,2011,8407,546,546,1.18,18,3,860,,,,869,LBS,10,11,L07191
Z558047,752,37146,2011,8407,550,550,1.29,18,3,860,,,,869,LBS,12,14,L07191
Z545272,752,37146,2011,84152,68,68,0.6,18,3,860,,,,869,LBS,12,31,L07191
Z557394,752,37146,2011,8407,674,674,1.05,18,3,860,,,,869,LBS,11,2,L07191
Z551025,752,37146,2011,8407,834,834,1.48,18,3,860,,,,869,LBS,9,20,L07191
Z551018,752,37146,2011,8407,805,805,1.36,18,3,860,,,,869,LBS,9,19,L07191
Z550822,752,37146,2011,8407,559,559,1.32,18,3,860,,,,869,LBS,8,2,L07191
Z549755,752,37146,2011,8407,767,767,1.26,18,3,860,,,,869,LBS,7,18,L07191
Z550801,752,37146,2011,8407,404,404,1.32,18,3,860,,,,869,LBS,7,26,L07191
Z549773,752,37146,2011,8407,743,743,1.17,18,3,860,,,,869,LBS,7,25,L07191
Z549768,752,37146,2011,8407,571,571,1.42,18,3,860,,,,869,LBS,7,21,L07191
Z549761,752,37146,2011,8407,377,377,1.6,18,3,860,,,,869,LBS,7,20,L07191
Z549759,752,37146,2011,8407,885,885,1.21,18,3,860,,,,869,LBS,7,19,L07191
Z545253,752,37146,2011,84152,215,215,0.6,18,3,860,,,,869,LBS,7,14,L07191
Z545251,752,37146,2011,84152,70,70,0.6,18,3,860,,,,869,LBS,7,7,L07191
Z546950,752,37146,2011,84152,228,228,0.6,18,3,860,,,,869,LBS,6,30,L07191
Z546949,752,37146,2011,84152,195,195,0.6,18,3,860,,,,869,LBS,6,23,L07191
Z549788,752,37146,2011,8407,362,362,1.16,18,3,860,,,,869,LBS,6,29,L07191
Z549784,752,37146,2011,8407,630,630,1.3,18,3,860,,,,869,LBS,6,28,L07191
Z549457,752,37146,2011,8407,707,707,1.02,18,3,860,,,,869,LBS,6,7,L07191
Z549455,752,37146,2011,8407,606,606,0.95,18,3,860,,,,869,LBS,6,6,L07191
Z549631,752,37146,2011,8407,417,417,1.14,18,3,860,,,,869,LBS,6,15,L07191
Z550811,752,37146,2011,8407,622,622,1.29,18,3,860,,,,869,LBS,7,28,L07191
Z549425,752,37146,2011,8407,358,358,1.1,18,3,860,,,,869,LBS,6,2,L07191
Z549424,752,37146,2011,8407,717,717,1.11,18,3,860,,,,869,LBS,6,1,L07191
Z546948,752,37146,2011,84152,100,100,0.6,18,3,860,,,,869,LBS,6,14,L07191
Z546947,752,37146,2011,84152,150,150,0.6,18,3,860,,,,869,LBS,6,9,L07191
Z546946,752,37146,2011,84152,201,201,0.6,18,3,860,,,,869,LBS,6,2,L07191
Z546945,752,37146,2011,84152,240,240,0.6,18,3,860,,,,869,LBS,5,26,L07191
Z549626,752,37146,2011,8407,609,609,1.06,18,3,860,,,,869,LBS,6,14,L07191
Z549468,752,37146,2011,8407,372,372,1.17,18,3,860,,,,869,LBS,6,13,L07191
Z549792,752,37146,2011,8407,433,433,1.01,18,3,860,,,,869,LBS,6,30,L07191
Z549776,752,37146,2011,8407,576,576,1.08,18,3,860,,,,869,LBS,6,23,L07191
Z549411,752,37146,2011,8407,356,356,0.84,18,3,860,,,,869,LBS,5,27,L07191
Z549405,752,37146,2011,8407,293,293,1.21,18,3,860,,,,869,LBS,5,26,L07191
Z549401,752,37146,2011,8407,645,645,1.07,18,3,860,,,,869,LBS,5,25,L07191
Z549465,752,37146,2011,8407,502,502,0.9,18,3,860,,,,869,LBS,6,9,L07191
Z549725,752,37146,2011,8407,465,465,1.53,18,3,860,,,,869,LBS,7,14,L07191
Z549721,752,37146,2011,8407,918,918,1.26,18,3,860,,,,869,LBS,7,13,L07191
Z549719,752,37146,2011,8407,852,852,1.43,18,3,860,,,,869,LBS,7,12,L07191
Z549714,752,37146,2011,8407,383,383,1.24,18,3,860,,,,869,LBS,7,11,L07191
Z549711,752,37146,2011,8407,178,178,1.16,18,3,860,,,,869,LBS,7,7,L07191
Z549706,752,37146,2011,8407,693,693,1.08,18,3,860,,,,869,LBS,7,7,L07191
Z549701,752,37146,2011,8407,382,382,1.38,18,3,860,,,,869,LBS,7,6,L07191
Z550871,752,37146,2011,8407,751,751,1.44,18,3,860,,,,869,LBS,8,15,L07191
Z550866,752,37146,2011,8407,800,800,1.56,18,3,860,,,,869,LBS,8,11,L07191
Z550861,752,37146,2011,8407,793,793,1.11,18,3,860,,,,869,LBS,8,10,L07191
Z546941,752,37146,2011,84152,82,82,0.6,18,3,860,,,,869,LBS,5,5,L07191
Z546940,752,37146,2011,84152,142,142,0.6,18,3,860,,,,869,LBS,5,3,L07191
Z546939,752,37146,2011,84152,121,121,0.6,18,3,860,,,,869,LBS,4,22,L07191
Z546488,752,37146,2011,8407,466,466,1.23,18,3,860,,,,869,LBS,3,29,L07191
Z546451,752,37146,2011,8407,440,440,0.85,18,3,860,,,,869,LBS,4,1,L07191
Z457548,752,37146,2011,84152,38,38,0.6,18,3,860,,,,869,LBS,3,16,L07191
Z457547,752,37146,2011,84152,63,63,0.6,18,3,860,,,,869,LBS,3,14,L07191
Z457546,752,37146,2011,84152,86,86,0.6,18,3,860,,,,869,LBS,3,9,L07191
Z546535,752,37146,2011,8407,650,650,0.76,18,3,860,,,,869,LBS,4,22,L07191
Z546531,752,37146,2011,8407,198,198,0.96,18,3,860,,,,869,LBS,4,21,L07191
Z546475,752,37146,2011,8407,761,761,0.96,18,3,860,,,,869,LBS,4,11,L07191
Z546469,752,37146,2011,8407,421,421,1.08,18,3,860,,,,869,LBS,4,6,L07191
Z546466,752,37146,2011,8407,261,261,1.58,18,3,860,,,,869,LBS,4,4,L07191
Z549490,752,37146,2011,8407,651,651,1.11,18,3,860,,,,869,LBS,4,28,L07191
Z549498,752,37146,2011,8407,453,453,0.87,18,3,860,,,,869,LBS,5,2,L07191
Z549382,752,37146,2011,8407,836,836,1.02,18,3,860,,,,869,LBS,5,16,L07191
Z549379,752,37146,2011,8407,601,601,1.09,18,3,860,,,,869,LBS,5,14,L07191
Z546585,752,37146,2011,8407,385,385,1.08,18,3,860,,,,869,LBS,4,13,L07191
Z546581,752,37146,2011,8407,515,515,1.26,18,3,860,,,,869,LBS,4,12,L07191
Z546482,752,37146,2011,8407,500,500,0.83,18,3,860,,,,869,LBS,3,28,L07191
Z549534,752,37146,2011,8407,681,681,1.06,18,3,860,,,,869,LBS,4,16,L07191
Z549528,752,37146,2011,8407,449,449,1.1,18,3,860,,,,869,LBS,4,15,L07191
Z546459,752,37146,2011,8407,401,401,1.12,18,3,860,,,,869,LBS,4,4,L07191
Z546938,752,37146,2011,84152,89,89,0.6,18,3,860,,,,869,LBS,4,16,L07191
Z546937,752,37146,2011,84152,122,122,0.6,18,3,860,,,,869,LBS,4,15,L07191
Z546936,752,37146,2011,84152,67,67,0.6,18,3,860,,,,869,LBS,4,13,L07191
Z546935,752,37146,2011,84152,40,40,0.6,18,3,860,,,,869,LBS,4,12,L07191
Z546934,752,37146,2011,84152,72,72,0.6,18,3,860,,,,869,LBS,4,11,L07191
Z546933,752,37146,2011,84152,188,188,0.6,18,3,860,,,,869,LBS,4,6,L07191
Z546932,752,37146,2011,84152,81,81,0.6,18,3,860,,,,869,LBS,4,5,L07191
Z546931,752,37146,2011,84152,192,192,0.6,18,3,860,,,,869,LBS,4,1,L07191
Z546930,752,37146,2011,84152,45,45,0.6,18,3,860,,,,869,LBS,3,29,L07191
Z546929,752,37146,2011,84152,26,26,0.6,18,3,860,,,,869,LBS,3,27,L07191
Z546928,752,37146,2011,84152,46,46,0.6,18,3,860,,,,869,LBS,3,26,L07191
Z546927,752,37146,2011,84152,114,114,0.6,18,3,860,,,,869,LBS,3,24,L07191
Z546926,752,37146,2011,84152,92,92,0.6,18,3,860,,,,869,LBS,3,23,L07191
Z546593,752,37146,2011,8407,565,565,1.15,18,3,860,,,,868,LBS,4,14,L07191
Z546478,752,37146,2011,8407,662,662,0.85,18,3,860,,,,869,LBS,3,27,L07191
Z546477,752,37146,2011,8407,459,459,0.75,18,3,860,,,,869,LBS,3,26,L07191
Z546458,752,37146,2011,8407,682,682,0.78,18,3,860,,,,869,LBS,4,3,L07191
Z546323,752,37146,2011,8407,241,241,0.86,18,3,860,,,,869,LBS,3,24,L07191
Z546317,752,37146,2011,8407,648,648,0.8,18,3,860,,,,869,LBS,3,23,L07191
Z546314,752,37146,2011,8407,290,290,1.35,18,3,860,,,,869,LBS,3,22,L07191
Z546313,752,37146,2011,8407,72,72,0.84,18,3,860,,,,869,LBS,3,19,L07191
Z546306,752,37146,2011,8407,703,703,0.84,18,3,860,,,,869,LBS,3,16,L07191
Z542648,752,37146,2011,8407,774,774,0.91,18,3,860,,,,869,LBS,3,9,L07191
Z542646,752,37146,2011,8407,617,617,0.95,18,3,860,,,,869,LBS,3,6,L07191
Z542636,752,37146,2011,8407,492,492,0.8,18,3,860,,,,869,LBS,3,3,L07191
Z546344,752,37146,2011,8407,452,452,1.14,18,3,860,,,,869,LBS,3,14,L07191
Z546340,752,37146,2011,8407,572,572,0.91,18,3,860,,,,869,LBS,3,13,L07191
Z546327,752,37146,2011,8407,398,398,0.72,18,3,860,,,,869,LBS,3,10,L07191
Z542574,752,37146,2011,8407,477,477,1,18,3,860,,,,869,LBS,2,23,L07191
Z542694,752,37146,2011,8407,650,650,0.92,18,3,860,,,,869,LBS,2,11,L07191
Z542688,752,37146,2011,8407,546,546,1.15,18,3,869,,,,869,LBS,2,10,L07191
Z542681,752,37146,2011,8407,511,511,0.76,18,3,860,,,,869,LBS,2,9,L07191
Z542570,752,37146,2011,8407,608,608,1.18,18,3,860,,,,869,LBS,2,22,L07191
Z542567,752,37146,2011,8407,732,732,1.16,18,3,860,,,,869,LBS,2,21,L07191
Z542559,752,37146,2011,8407,420,420,1.17,18,3,860,,,,869,LBS,2,15,L07191
Z542551,752,37146,2011,8407,667,667,1.21,18,3,860,,,,869,LBS,2,14,L07191
Z542464,752,37146,2011,8407,745,745,1,18,3,860,,,,869,LBS,2,13,L07191
Z549325,752,37146,2011,8407,504,504,1.05,18,3,860,,,,869,LBS,5,13,L07191
Z549316,752,37146,2011,8407,484,484,1.14,18,3,860,,,,869,LBS,5,7,L07191
Z457545,752,37146,2011,84152,131,131,0.6,18,3,860,,,,869,LBS,3,4,L07191
Z457544,752,37146,2011,84152,35,35,0.6,18,3,860,,,,869,LBS,3,3,L07191
Z457543,752,37146,2011,84152,95,95,0.6,18,3,860,,,,869,LBS,2,24,L07191
Z457542,752,37146,2011,84152,45,45,0.6,18,3,860,,,,869,LBS,2,27,L07191
Z457540,752,37146,2011,84152,35,35,0.6,18,3,860,,,,869,LBS,2,21,L07191
Z549312,752,37146,2011,8407,526,526,0.94,18,3,860,,,,869,LBS,5,6,L07191
Z549310,752,37146,2011,8407,905,905,0.96,18,3,860,,,,869,LBS,5,5,L07191
Z549303,752,37146,2011,8407,868,868,1.37,18,3,860,,,,869,LBS,5,3,L07191
Z546944,752,37146,2011,84152,62,62,0.6,18,3,860,,,,869,LBS,5,14,L07191
Z546943,752,37146,2011,84152,200,200,0.6,18,3,860,,,,869,LBS,5,13,L07191
Z546942,752,37146,2011,84152,220,220,0.6,18,3,860,,,,869,LBS,5,7,L07191
Z457541,752,37146,2011,84152,153,153,0.6,18,3,860,,,,869,LBS,2,15,L07191
Z457539,752,37146,2011,84152,80,80,0.6,18,3,860,,,,869,LBS,2,14,L07191
Z542528,752,37146,2011,8407,290,290,1.37,18,3,860,,,,869,LBS,1,18,L07191
Z542481,752,37146,2011,8407,74,74,1.01,18,3,860,,,,869,LBS,1,29,L07191
Z543411,752,37146,2011,8407,513,513,1.15,18,3,860,,,,869,LBS,1,6,L07191
Z540275,752,37146,2011,8407,670,670,0.79,18,3,860,,,,869,LBS,1,4,L07191
Z540273,752,37146,2011,8407,260,260,1.62,18,3,860,,,,869,LBS,1,3,L07191
Z542499,752,37146,2011,8407,370,370,1.17,18,3,860,,,,869,LBS,2,8,L07191
Z542491,752,37146,2011,8407,388,388,1,18,3,860,,,,869,LBS,2,4,L07191
Z542484,752,37146,2011,8407,210,210,1.13,18,3,860,,,,869,LBS,2,2,L07191
Z542483,752,37146,2011,8407,543,543,1.23,18,3,860,,,,869,LBS,2,1,L07191
Z457538,752,37146,2011,84152,153,153,0.6,18,3,860,,,,869,LBS,2,11,L07191
Z457537,752,37146,2011,84152,84,84,0.6,18,3,860,,,,869,LBS,2,8,L07191
Z457536,752,37146,2011,84152,98,98,0.6,18,3,860,,,,869,LBS,2,4,L07191
Z457535,752,37146,2011,84152,44,44,0.6,18,3,860,,,,869,LBS,2,1,L07191
Z457534,752,37146,2011,84152,181,181,0.6,18,3,860,,,,869,LBS,1,28,L07191
Z457533,752,37146,2011,84152,48,48,0.6,18,3,860,,,,869,LBS,1,26,L07191
Z457532,752,37146,2011,84152,133,133,0.6,18,3,860,,,,869,LBS,1,21,L07191
Z457531,752,37146,2011,84152,90,90,0.6,18,3,860,,,,869,LBS,1,18,L07191
Z457530,752,37146,2011,84152,50,50,0.6,18,3,860,,,,869,LBS,1,14,L07191
Z457529,752,37146,2011,84152,59,59,0.6,18,3,860,,,,869,LBS,1,13,L07191
Z457528,752,37146,2011,84152,39,39,0.6,18,3,860,,,,869,LBS,1,11,L07191
Z457527,752,37146,2011,84152,18,18,0.6,18,3,860,,,,869,LBS,1,10,L07191
