PERIMETER,AREA,DEPTH,ATOS_ID,HAB_ID,ACRES,HECTARES,ZONE_CODE,ZONE,Year,POLY_ID,dens_sm,pupratio,lin_dens,trend5yr,Sect_ID
6.202318283,1.303946106,0 to -30m,1075,1075n,322.2121,130.3946106,n,2,2015,1075n,1.20248,0.164179,1.238095,-0.129204,13
3.241958024,0.56929481,0 to -30m,1113,1113n,140.6758111,56.92948096,n,2,2015,1113n,1.047232,0.098039,0.888889,0.125905,14
4.74496304,0.751994387,0 to -30m,1124,1124n,185.8218598,75.19943868,n,2,2015,1124n,2.21889,0.064748,2.349206,0.123912,14
3.536546588,0.63521039,0 to -30m,1111,1111n,156.9639056,63.52103895,n,2,2015,1111n,1.297047,0.152542,1.079365,0.119061,13
5.269179464,0.976363012,0 to -30m,1136,1136n,241.2645546,97.63630125,n,2,2015,1136n,1.856719,0.057471,2.044444,0.048647,14
4.481966823,0.809936214,0 to -30m,1138,1138n,200.1395972,80.99362141,n,2,2015,1138n,1.277878,0.023585,1.377778,0.040684,14
4.083597581,0.686475937,0 to -30m,1140,1140n,169.6318984,68.64759374,n,2,2015,1140n,0.782648,0,0.742857,0.032709,14
4.533112701,0.854511694,0 to -30m,1109,1109n,211.1544382,85.45116943,n,2,2015,1109n,1.631724,0.178082,1.365079,0.110887,13
5.658062587,1.027751719,0 to -30m,1146,1146n,253.9629805,102.7751719,n,2,2015,1146n,0.48185,0,0.346032,0.004665,14
6.758095719,1.244297017,0 to -30m,1151,1151n,307.4724892,124.4297017,n,2,2015,1151n,0.412228,0,0.298413,-0.029521,14
7.099964777,1.141696208,0 to -30m,1148,1148n,282.1192769,114.1696208,n,2,2015,1148n,0.477755,0,0.346032,-0.007681,14
5.014417576,0.902938784,0 to -30m,1107,1107n,223.1210327,90.29387841,n,2,2015,1107n,1.802122,0.185185,1.52381,0.101668,13
5.002744455,0.864619718,0 to -30m,1105,1105n,213.6521853,86.46197181,n,2,2015,1105n,1.818868,0.182927,1.539683,0.091626,13
4.718664094,0.90293342,0 to -30m,1103,1103n,223.1197072,90.293342,n,2,2015,1103n,1.937108,0.186047,1.619048,0.080988,13
4.120756525,0.715414477,0 to -30m,1101,1101n,176.7827672,71.54144767,n,2,2015,1101n,2.2948,0.207921,1.936508,0.069681,13
4.375977435,0.822882882,0 to -30m,1099,1099n,203.3387885,82.28828823,n,2,2015,1099n,2.626568,0.223214,2.174603,0.057851,13
4.558124876,0.716653664,0 to -30m,1097,1097n,177.0889769,71.66536636,n,2,2015,1097n,3.359712,0.256944,2.873016,0.044904,13
4.928041833,0.899452727,0 to -30m,1095,1095n,222.2596091,89.94527266,n,2,2015,1095n,3.399492,0.255172,2.888889,0.030702,13
4.776585925,0.918221643,0 to -30m,1093,1093n,226.8975092,91.82216425,n,2,2015,1093n,3.515869,0.238411,2.968254,0.015258,13
4.533500739,0.760372273,0 to -30m,1091,1091n,187.8920805,76.03722728,n,2,2015,1091n,2.889171,0.248,2.47619,-0.000583,13
4.229361411,0.610082716,0 to -30m,1089,1089n,150.7547223,61.00827161,n,2,2015,1089n,2.942888,0.238806,2.634921,-0.015889,13
4.17501282,0.688847684,0 to -30m,1087,1087n,170.2179698,68.88476841,n,2,2015,1087n,2.502854,0.256637,2.253968,-0.030707,13
4.310098939,0.757293296,0 to -30m,1085,1085n,187.1312487,75.72932956,n,2,2015,1085n,2.540464,0.245763,2.333333,-0.045015,13
4.161583416,0.716890923,0 to -30m,1083,1083n,177.1476051,71.68909235,n,2,2015,1083n,2.628473,0.256,2.492063,-0.05935,13
4.964258653,0.866656181,0 to -30m,1081,1081n,214.1554063,86.66561815,n,2,2015,1081n,2.468875,0.267241,2.333333,-0.074213,13
5.554254459,0.926456267,0 to -30m,1079,1079n,228.9323293,92.64562671,n,2,2015,1079n,2.067416,0.245098,2.015873,-0.090641,13
4.778084352,0.876144585,0 to -30m,1070,1070n,216.5000418,87.61445848,n,2,2015,1070n,0.760736,0.227273,0.857143,-0.155295,13
5.556652579,1.050115406,0 to -30m,1072,1072n,259.4891681,105.0115406,n,2,2015,1072n,0.934643,0.185185,1.015873,-0.147332,13
6.154366343,0.995543303,0 to -30m,1077,1077n,246.0041075,99.55433025,n,2,2015,1077n,1.246213,0.15942,1.269841,-0.109486,13
5.933051259,1.088681478,0 to -30m,1074,1074n,269.0190518,108.8681478,n,2,2015,1074n,1.1627,0.171875,1.190476,-0.13741,13
4.711198801,0.839560328,0 to -30m,1068,1068n,207.459875,83.95603276,n,2,2015,1068n,0.276949,0.210526,0.365079,-0.16423,13
5.158802458,1.053396631,0 to -30m,1066,1066n,260.2999763,105.3396631,n,2,2015,1066n,0.276949,0.210526,0.365079,-0.173811,13
6.316795995,1.110942137,0 to -30m,1064,1064n,274.5197805,111.0942137,n,2,2015,1064n,0.239339,0.285714,0.285714,-0.183586,13
6.450618275,1.170137335,0 to -30m,1062,1062n,289.1472326,117.0137335,n,2,2015,1062n,0.016345,0,0.015873,-0.193205,13
7.316402933,1.044565547,0 to -30m,1060,1060n,258.1177679,104.4565547,n,2,2015,1060n,0.016345,0,0.015873,-0.202785,13
7.020970772,1.825319953,0 to -30m,1058,1058n,451.0463834,182.5319953,n,2,2015,1058n,0.016345,0,0.015873,-0.213756,13
6.761057894,1.433806796,0 to -30m,1056,1056n,354.3013752,143.3806796,n,2,2015,1056n,0,0,0,-0.226885,13
8.507740065,2.332835829,-30 to -60m,1054,1054o,576.4562875,233.2835829,o,3,2015,1054o,0,0,0,-0.242307,13
9.3565689,2.552247259,-30 to -60m,1052,1052o,630.6740326,255.2247259,o,3,2015,1052o,0,0,0,-0.258216,13
10.51469597,2.924142175,-30 to -60m,1050,1050o,722.5712676,292.4142175,o,3,2015,1050o,0,0,0,-0.272053,13
8.659718114,1.527915733,0 to -30m,1031,1031n,377.5562001,152.7915733,n,2,2015,1031n,0,0,0,-0.3,13
10.89931203,2.096764765,-30 to -60m,1048,1048o,518.1218572,209.6764765,o,3,2015,1048o,0,0,0,-0.283967,13
11.30379341,2.074333598,-30 to -60m,1046,1046o,512.5789951,207.4333598,o,3,2015,1046o,0,0,0,-0.29379,13
12.36989112,2.687285451,-30 to -60m,1044,1044o,664.0426964,268.7285451,o,3,2015,1044o,0,0,0,-0.3,13
12.21839898,1.930761789,-30 to -60m,1042,1042o,477.1016284,193.0761789,o,3,2015,1042o,0,0,0,-0.3,13
12.39309148,2.297870527,-30 to -60m,1040,1040o,567.8161732,229.7870527,o,3,2015,1040o,0,0,0,-0.3,13
12.81324769,2.089232403,-30 to -60m,1038,1038o,516.2605699,208.9232403,o,3,2015,1038o,0,0,0,-0.3,13
13.16397943,1.745469174,-30 to -60m,1036,1036o,431.314826,174.5469174,o,3,2015,1036o,0,0,0,-0.3,13
13.89296428,1.937241492,-30 to -60m,1034,1034o,478.702798,193.7241492,o,3,2015,1034o,0,0,0,-0.3,13
13.5130884,1.559205132,-30 to -60m,1032,1032o,385.287979,155.9205132,o,3,2015,1032o,0,0,0,-0.3,13
9.01893272,1.991616281,0 to -30m,1029,1029n,492.1391008,199.1616281,n,2,2015,1029n,0.122447,0,0.126984,-0.3,13
14.39732189,1.669603815,-30 to -60m,1027,1027o,412.5680877,166.9603815,o,3,2015,1027o,0,0,0.126984,-0.3,13
14.3962793,1.14865134,-30 to -60m,1025,1025o,283.8379274,114.865134,o,3,2015,1025o,0,0,0.126984,-0.3,13
14.79047533,1.574600629,-30 to -60m,1023,1023o,389.0922891,157.4600629,o,3,2015,1023o,0,0,0.126984,-0.3,13
15.44499548,1.223826959,-30 to -60m,1021,1021o,302.4142277,122.3826959,o,3,2015,1021o,0,0,0.142857,-0.3,13
16.03312018,1.819554806,-30 to -60m,1019,1019o,449.6217845,181.9554806,o,3,2015,1019o,0,0,0.142857,-0.3,13
16.89634144,5.292935282,-30 to -60m,1017,1017o,1307.912792,529.2935282,o,3,2015,1017o,0,0,0.142857,-0.3,13
15.4531912,6.62168884,-30 to -60m,1015,1015o,1636.254947,662.168884,o,3,2015,1015o,0,0,0.142857,-0.3,13
11.75353628,4.196903469,-30 to -60m,1013,1013o,1037.077433,419.6903469,o,3,2015,1013o,0,0,0.142857,-0.3,13
5.794902864,1.174162221,0 to -30m,1011,1011n,290.1418035,117.4162221,n,2,2015,1011n,0.136558,0,0.142857,-0.3,13
6.546077547,1.326548955,0 to -30m,1009,1009n,327.7973854,132.6548955,n,2,2015,1009n,0.136558,0,0.142857,-0.3,13
6.960275012,1.444140117,0 to -30m,1007,1007n,356.8547946,144.4140117,n,2,2015,1007n,0.014111,0,0.015873,-0.3,13
7.336089353,1.376681179,0 to -30m,1005,1005n,340.1853279,137.6681179,n,2,2015,1005n,0.014111,0,0.031746,-0.29581,13
7.129949527,1.292463808,0 to -30m,1003,1003n,319.3747624,129.2463808,n,2,2015,1003n,0.020866,0,0.047619,-0.289214,13
12.63855636,1.509475025,-30 to -60m,1001,1001o,372.9994019,150.9475025,o,3,2015,1001o,0.015551,0,0.031746,-0.283815,13
12.76622893,1.594508122,-30 to -60m,999,999o,394.0115377,159.4508122,o,3,2015,999o,0.015551,0,0.079365,-0.279545,13
4.534561985,0.764345729,0 to -30m,1094,1094n,188.873943,76.43457293,n,2,2015,1094n,3.547095,0.251656,3,0.023181,13
4.823496596,0.943787801,0 to -30m,1092,1092n,233.2150445,94.37878007,n,2,2015,1092n,3.183734,0.265152,2.650794,0.007306,13
4.452716689,0.740670948,0 to -30m,1090,1090n,183.0237773,74.06709484,n,2,2015,1090n,2.887893,0.25,2.539683,-0.008358,13
4.487826137,0.917636314,0 to -30m,1088,1088n,226.7528714,91.76363139,n,2,2015,1088n,2.723232,0.252033,2.444444,-0.02331,13
4.376379383,0.829170815,0 to -30m,1086,1086n,204.8925705,82.91708146,n,2,2015,1086n,2.540464,0.245763,2.333333,-0.037919,13
4.185732376,0.730203576,0 to -30m,1084,1084n,180.4372333,73.02035765,n,2,2015,1084n,2.689746,0.264,2.507937,-0.052172,13
4.573362373,0.864035366,0 to -30m,1082,1082n,213.5077887,86.40353661,n,2,2015,1082n,2.628473,0.256,2.492063,-0.06667,13
5.308062558,0.884638962,0 to -30m,1080,1080n,218.5990482,88.46389623,n,2,2015,1080n,2.27078,0.245455,2.174603,-0.082024,13
4.455232891,0.73261864,0 to -30m,1069,1069n,181.0340085,73.261864,n,2,2015,1069n,0.488307,0.233333,0.587302,-0.159657,13
5.054445368,0.896201861,0 to -30m,1071,1071n,221.4563026,89.62018606,n,2,2015,1071n,0.899777,0.192308,0.984127,-0.151187,13
6.09421326,1.186735534,0 to -30m,1078,1078n,293.2487367,118.6735534,n,2,2015,1078n,1.919279,0.234694,1.920635,-0.099947,13
5.77901793,1.057651618,0 to -30m,1073,1073n,261.3514065,105.7651618,n,2,2015,1073n,0.997676,0.175439,1.063492,-0.143611,13
6.28384856,1.201475651,0 to -30m,1076,1076n,296.891099,120.1475651,n,2,2015,1076n,1.20248,0.164179,1.238095,-0.119504,13
4.885843093,0.921538805,0 to -30m,1067,1067n,227.717198,92.15388054,n,2,2015,1067n,0.276949,0.210526,0.365079,-0.168985,13
5.615523211,1.149710082,0 to -30m,1065,1065n,284.0995485,114.9710082,n,2,2015,1065n,0.239339,0.285714,0.285714,-0.178715,13
6.281711491,0.976473014,0 to -30m,1063,1063n,241.2917366,97.64730139,n,2,2015,1063n,0.073311,0,0.095238,-0.188411,13
6.028013543,1.067210635,0 to -30m,1061,1061n,263.7134911,106.7210635,n,2,2015,1061n,0.016345,0,0.015873,-0.197947,13
6.622120448,1.311454203,0 to -30m,1059,1059n,324.0673911,131.1454203,n,2,2015,1059n,0.016345,0,0.015873,-0.208001,13
7.007936427,1.535500226,0 to -30m,1057,1057n,379.4303691,153.5500226,n,2,2015,1057n,0.016345,0,0.015873,-0.220007,13
6.874514053,1.561291066,0 to -30m,1055,1055n,385.8034244,156.1291066,n,2,2015,1055n,0,0,0,-0.234352,13
8.760041805,1.97483001,-30 to -60m,1053,1053o,487.991123,197.483001,o,3,2015,1053o,0,0,0,-0.250437,13
9.94841458,2.737667308,-30 to -60m,1051,1051o,676.4923245,273.7667308,o,3,2015,1051o,0,0,0,-0.26539,13
11.04336055,3.203078011,-30 to -60m,1049,1049o,791.4978137,320.3078011,o,3,2015,1049o,0,0,0,-0.278241,13
11.25271,2.426988734,-30 to -60m,1047,1047o,599.7219769,242.6988734,o,3,2015,1047o,0,0,0,-0.289154,13
11.67129885,2.427307658,-30 to -60m,1045,1045o,599.8007847,242.7307658,o,3,2015,1045o,0,0,0,-0.298166,13
12.32301014,2.139711239,-30 to -60m,1043,1043o,528.734162,213.9711239,o,3,2015,1043o,0,0,0,-0.3,13
12.28500544,2.173680691,-30 to -60m,1041,1041o,537.1281964,217.3680691,o,3,2015,1041o,0,0,0,-0.3,13
12.73334199,2.680227953,-30 to -60m,1039,1039o,662.2987508,268.0227953,o,3,2015,1039o,0,0,0,-0.3,13
13.25957932,2.145401984,-30 to -60m,1037,1037o,530.1403756,214.5401984,o,3,2015,1037o,0,0,0,-0.3,13
13.75483644,2.053084177,-30 to -60m,1035,1035o,507.3281489,205.3084177,o,3,2015,1035o,0,0,0,-0.3,13
12.89299947,1.829004474,-30 to -60m,1033,1033o,451.9568482,182.9004474,o,3,2015,1033o,0,0,0,-0.3,13
8.841723459,1.606947917,0 to -30m,1030,1030n,397.085478,160.6947917,n,2,2015,1030n,0,0,0,-0.3,13
9.030378951,1.659824015,0 to -30m,1028,1028n,410.1514465,165.9824015,n,2,2015,1028n,0.122447,0,0.126984,-0.3,13
8.613673346,1.566980335,0 to -30m,1026,1026n,387.2092734,156.6980335,n,2,2015,1026n,0.122447,0,0.126984,-0.3,13
7.946591135,1.543462401,0 to -30m,1024,1024n,381.3978654,154.3462401,n,2,2015,1024n,0.122447,0,0.126984,-0.3,13
7.039416996,1.329593774,0 to -30m,1022,1022n,328.5497768,132.9593774,n,2,2015,1022n,0.136558,0,0.142857,-0.3,13
5.903736646,0.84504507,0 to -30m,1020,1020n,208.8151844,84.50450701,n,2,2015,1020n,0.136558,0,0.142857,-0.3,13
4.936983508,0.941755719,0 to -30m,1018,1018n,232.7129062,94.1755719,n,2,2015,1018n,0.136558,0,0.142857,-0.3,13
4.82423074,0.855247235,0 to -30m,1016,1016n,211.3361942,85.52472348,n,2,2015,1016n,0.136558,0,0.142857,-0.3,13
5.387338889,0.954194171,0 to -30m,1014,1014n,235.7865147,95.41941713,n,2,2015,1014n,0.136558,0,0.142857,-0.3,13
10.40379522,2.932996546,-30 to -60m,1012,1012o,724.7592304,293.2996546,o,3,2015,1012o,0,0,0.142857,-0.3,13
9.912210782,2.846180208,-30 to -60m,1010,1010o,703.3064461,284.6180208,o,3,2015,1010o,0,0,0.142857,-0.3,13
11.06737965,3.715468119,-30 to -60m,1008,1008o,918.1121669,371.5468119,o,3,2015,1008o,0,0,0.015873,-0.3,13
11.26746062,1.592498414,-30 to -60m,1006,1006o,393.514928,159.2498414,o,3,2015,1006o,0.015551,0,0.031746,-0.299527,13
11.75578635,2.008079689,-30 to -60m,1004,1004o,496.2072976,200.8079689,o,3,2015,1004o,0.015551,0,0.047619,-0.292381,13
12.40111899,1.481158295,-30 to -60m,1002,1002o,366.0021854,148.1158295,o,3,2015,1002o,0.015551,0,0.047619,-0.286287,13
7.148194682,1.272953544,0 to -30m,1000,1000n,314.553671,127.2953544,n,2,2015,1000n,0.012505,0,0.047619,-0.281561,13
9.621426675,1.831020201,0 to -30m,998,998n,452.4549452,183.1020201,n,2,2015,998n,0.02189,0,0.079365,-0.277884,13
11.85997067,2.331402587,0 to -30m,996,996n,576.1021255,233.1402587,n,2,2015,996n,0.0493,0,0.142857,-0.274381,13
13.4986106,2.229802168,0 to -30m,994,994n,550.9961152,222.9802168,n,2,2015,994n,0.063345,0,0.190476,-0.271654,13
14.22474919,2.169530788,0 to -30m,992,992n,536.1027331,216.9530788,n,2,2015,992n,0.063345,0,0.190476,-0.270362,13
10.97120939,1.791939021,0 to -30m,997,997n,442.7977753,179.1939021,n,2,2015,997n,0.0493,0,0.142857,-0.27609,13
12.74984756,2.020969173,0 to -30m,995,995n,499.3923585,202.0969173,n,2,2015,995n,0.063345,0,0.190476,-0.27285,13
13.96716552,2.644391542,0 to -30m,993,993n,653.4433808,264.4391542,n,2,2015,993n,0.063345,0,0.190476,-0.270835,13
14.60096921,2.323095099,0 to -30m,991,991n,574.0493007,232.3095099,n,2,2015,991n,0.063345,0,0.190476,-0.270179,13
15.29481794,3.20976345,0 to -30m,989,989n,793.1498217,320.976345,n,2,2015,989n,0.063345,0,0.190476,-0.270445,13
15.02987213,2.198177376,0 to -30m,987,987n,543.181459,219.8177376,n,2,2015,987n,0.063345,0,0.190476,-0.271431,13
14.5036807,3.217398134,0 to -30m,985,985n,795.0363932,321.7398134,n,2,2015,985n,0.071144,0,0.190476,-0.273689,13
13.19363521,2.532964443,0 to -30m,983,983n,625.9091449,253.2964443,n,2,2015,983n,0.064388,0,0.174603,-0.277902,13
12.83312526,2.107595364,0 to -30m,981,981n,520.7981563,210.7595364,n,2,2015,981n,0.064388,0,0.174603,-0.28355,13
8.127548681,0.607370767,-30 to -60m,979,979o,150.084585,60.73707666,o,3,2015,979o,0.003257,0,0.174603,-0.290205,13
8.209180495,0.882433592,-30 to -60m,977,977o,218.0540895,88.24335924,o,3,2015,977o,0.003257,0,0.142857,-0.298706,13
8.376521805,0.58965245,-30 to -60m,975,975o,145.7062937,58.96524505,o,3,2015,975o,0.003257,0,0.111111,-0.3,13
8.742571847,0.868330294,-30 to -60m,973,973o,214.5690885,86.8330294,o,3,2015,973o,0.010748,0,0.095238,-0.3,13
10.5865065,3.544432341,-30 to -60m,971,971o,875.8483056,354.4432341,o,3,2015,971o,0.016994,0,0.111111,-0.3,12
10.78481801,4.624006673,-30 to -60m,969,969o,1142.616933,462.4006673,o,3,2015,969o,0.016994,0.076923,0.222222,-0.3,12
9.731976105,4.114312053,-30 to -60m,967,967o,1016.668649,411.4312053,o,3,2015,967o,0.016994,0.058824,0.285714,-0.3,12
8.900378278,2.489581563,-30 to -60m,965,965o,615.1890018,248.9581563,o,3,2015,965o,0.016994,0.058824,0.285714,-0.3,12
14.81898233,2.619642958,0 to -30m,990,990n,647.3278726,261.9642958,n,2,2015,990n,0.063345,0,0.190476,-0.27021,13
15.26181337,2.766068291,0 to -30m,988,988n,683.5103602,276.6068291,n,2,2015,988n,0.063345,0,0.190476,-0.270865,13
14.73493148,2.226485789,0 to -30m,986,986n,550.1766202,222.6485789,n,2,2015,986n,0.071144,0,0.206349,-0.272367,13
13.52573449,2.043281243,0 to -30m,984,984n,504.905791,204.3281243,n,2,2015,984n,0.071144,0,0.190476,-0.27556,13
12.46844768,1.812065223,0 to -30m,982,982n,447.7710682,181.2065223,n,2,2015,982n,0.064388,0,0.174603,-0.280576,13
12.96580095,2.062529102,0 to -30m,980,980n,509.6620406,206.2529102,n,2,2015,980n,0.064388,0,0.174603,-0.286703,13
13.42135654,2.516228312,0 to -30m,978,978n,621.7735569,251.6228312,n,2,2015,978n,0.049253,0,0.142857,-0.294217,13
10.47258896,1.426007956,0 to -30m,974,974n,352.3742399,142.6007956,n,2,2015,974n,0.033043,0,0.079365,-0.3,13
12.62974889,1.931357149,0 to -30m,976,976n,477.248745,193.1357149,n,2,2015,976n,0.028025,0,0.095238,-0.3,13
10.0953786,1.521665617,0 to -30m,972,972n,376.0117627,152.1665617,n,2,2015,972n,0.033043,0,0.095238,-0.3,13
9.105984577,1.878814845,0 to -30m,970,970n,464.265259,187.8814845,n,2,2015,970n,0.103214,0.076923,0.222222,-0.3,12
7.849328996,1.817044564,0 to -30m,968,968n,449.0014901,181.7044564,n,2,2015,968n,0.13439,0.058824,0.285714,-0.3,12
8.547498974,2.436799325,0 to -30m,966,966n,602.1462267,243.6799325,n,2,2015,966n,0.13439,0.058824,0.285714,-0.3,12
7.611754494,1.435557293,0 to -30m,964,964n,354.7339326,143.5557293,n,2,2015,964n,0.134148,0.058824,0.285714,-0.3,12
7.458584858,1.458086298,0 to -30m,962,962n,360.3009708,145.8086298,n,2,2015,962n,0.152782,0.052632,0.31746,-0.3,12
7.674904211,1.50258568,0 to -30m,960,960n,371.2970077,150.258568,n,2,2015,960n,0.170264,0.047619,0.349206,-0.3,12
8.150748696,1.932601017,0 to -30m,958,958n,477.5561116,193.2601017,n,2,2015,958n,0.178888,0.045455,0.365079,-0.3,12
11.31108008,2.835678482,-30 to -60m,956,956o,700.7114129,283.5678482,o,3,2015,956o,0.01994,0.045455,0.365079,-0.3,12
7.464107993,1.442186792,0 to -30m,963,963n,356.3721173,144.2186792,n,2,2015,963n,0.152782,0.052632,0.31746,-0.3,12
7.708983615,1.791304785,0 to -30m,961,961n,442.6410522,179.1304785,n,2,2015,961n,0.170264,0.047619,0.349206,-0.3,12
7.862668656,1.523676675,0 to -30m,959,959n,376.5087059,152.3676675,n,2,2015,959n,0.170264,0.045455,0.365079,-0.3,12
11.23548308,2.812797451,-30 to -60m,957,957o,695.0573871,281.2797451,o,3,2015,957o,0.01994,0.045455,0.365079,-0.3,12
11.33342105,2.572373633,-30 to -60m,955,955o,635.6473679,257.2373633,o,3,2015,955o,0.01994,0.047619,0.349206,-0.3,12
11.42108883,2.031664957,-30 to -60m,953,953o,502.0353441,203.1664957,o,3,2015,953o,0.01994,0.047619,0.349206,-0.3,12
11.86563134,2.492812094,-30 to -60m,951,951o,615.9872834,249.2812094,o,3,2015,951o,0.012449,0.037037,0.444444,-0.3,12
8.89840596,1.686124709,0 to -30m,949,949n,416.6504893,168.6124709,n,2,2015,949n,0.147514,0,0.31746,-0.3,12
12.48403205,2.892094183,-30 to -60m,947,947o,714.6520362,289.2094183,o,3,2015,947o,0.006204,0,0.269841,-0.3,12
