"shapeid","x","y","PERIMETER","AREA","DEPTH","ATOS_ID","HAB_ID","ACRES","HECTARES","ZONE_CODE","ZONE","Year","POLY_ID","dens_sm","pupratio","lin_dens","trend5yr","Sect_ID" 
"992","-122.185181571","36.9671263797","6.34983701603","1.3437946438","-30 to -60m","225","225o","332.05888807","134.37946438","o","3","2009.0","225o","0.010898","0.273958","1.476248","-0.008372","2.0"
"993","-122.193968378","36.9718276549","6.2896536718","1.37099374848","-30 to -60m","223","223o","338.779933206","137.099374848","o","3","2009.0","223o","0.020372","0.267592","1.428627","-0.010513","2.0"
"994","-122.203188283","36.9767910366","6.15520378414","1.18251691691","-30 to -60m","221","221o","292.206293843","118.251691691","o","3","2009.0","221o","0.020372","0.267592","1.428627","-0.013215","2.0"
"995","-122.21154898","36.9829846137","6.3438164028","1.4333430611","-30 to -60m","219","219o","354.186783886","143.33430611","o","3","2009.0","219o","0.020372","0.242412","0.650819","-0.01585","2.0"
"996","-122.22052439","36.9900297846","6.79283035195","1.57372316301","-30 to -60m","217","217o","388.87546252","157.372316301","o","3","2009.0","217o","0.029688","0.249987","0.634945","-0.018478","2.0"
"997","-122.229487435","36.9957228113","6.7569262329","1.38429200424","-30 to -60m","215","215o","342.066003769","138.429200424","o","3","2009.0","215o","0.029688","0.218739","0.619071","-0.021009","2.0"
"998","-122.242934592","37.0056915437","6.90465292744","1.53907219557","-30 to -60m","212","212o","380.313021993","153.907219557","o","3","2009.0","212o","0.029688","0.212111","0.634945","-0.024311","2.0"
"999","-122.250700411","37.0111744661","7.08887027391","1.3682469377","-30 to -60m","210","210o","338.101181481","136.82469377","o","3","2009.0","210o","0.029688","0.218739","0.619071","-0.026207","2.0"
"1000","-122.256812143","37.0171198186","7.62636271535","1.56199754823","-30 to -60m","208","208o","385.978000005","156.199754823","o","3","2009.0","208o","0.039871","0.205872","0.650819","-0.027871","2.0"
"1001","-122.263281898","37.0247732499","7.93053236898","1.77784685581","-30 to -60m","206","206o","439.315525494","177.784685581","o","3","2009.0","206o","0.039871","0.086952","0.39684","-0.029174","2.0"
"1002","-122.270406576","37.0319531127","8.0141258222","1.8147498091","-30 to -60m","204","204o","448.434443846","181.47498091","o","3","2009.0","204o","0.028973","0.0","0.111115","-0.029945","2.0"
"1003","-122.2789058","37.0382055634","8.86605091847","2.20115600271","-30 to -60m","202","202o","543.917493719","220.115600271","o","3","2009.0","202o","0.019498","0.0","0.095241","-0.030436","2.0"
"1004","-122.286369003","37.0459936939","8.16310051625","1.71496856288","-30 to -60m","200","200o","423.777960935","171.496856288","o","3","2009.0","200o","0.019498","0.0","0.079368","-0.03134","2.0"
"1005","-122.291899681","37.0524000668","8.12121243756","1.4833571163","-30 to -60m","198","198o","366.545526076","148.33571163","o","3","2009.0","198o","0.019498","0.0","0.079368","-0.033175","2.0"
"1006","-122.298499833","37.056308818","7.96232204159","1.3115967768","-30 to -60m","196","196o","324.102621862","131.15967768","o","3","2009.0","196o","0.010182","0.181809","0.206357","-0.03614","2.0"
"1007","-122.320882542","37.1039597253","7.37651763502","1.05867369565","0 to -30m","184","184n","261.603967413","105.867369565","n","2","2009.0","184n","0.790718","0.166659","1.000039","-0.056378","2.0"
"1008","-122.304406559","37.0605798666","7.54665056712","1.16997080761","-30 to -60m","194","194o","289.106082721","116.997080761","o","3","2009.0","194o","0.010182","0.206886","0.555577","-0.040359","2.0"
"1009","-122.309625217","37.0642632388","7.6829606104","1.01361816158","-30 to -60m","192","192o","250.470502478","101.361816158","o","3","2009.0","192o","0.010182","0.166659","0.888923","-0.044841","2.0"
"1010","-122.315034999","37.067576477","8.02934363416","1.15536007023","-30 to -60m","190","190o","285.495690886","115.536007023","o","3","2009.0","190o","0.010182","0.166659","1.000039","-0.04923","2.0"
"1011","-122.320549013","37.071983408","8.19272487648","1.27076806694","-30 to -60m","188","188o","314.013627938","127.076806694","o","3","2009.0","188o","0.0","0.173069","0.968291","-0.05321","2.0"
"1012","-122.32706218","37.0747277375","7.65725450767","1.25139800537","-30 to -60m","186","186o","309.227181485","125.139800537","o","3","2009.0","186o","0.0","0.173069","0.968291","-0.055708","2.0"
"1013","-122.337756013","37.078638548","7.01534431465","1.25281433646","-30 to -60m","183","183o","309.577164519","125.281433646","o","3","2009.0","183o","0.0","0.166659","1.000039","-0.056259","2.0"
"1014","-122.347907218","37.0826506356","7.14416296791","1.92599222454","-30 to -60m","181","181o","475.923043347","192.599222454","o","3","2009.0","181o","0.0","0.166659","1.000039","-0.055253","2.0"
"1015","-122.358542168","37.0906768902","6.98352507033","1.77613298412","-30 to -60m","179","179o","438.892018576","177.613298412","o","3","2009.0","179o","0.0","0.166659","1.000039","-0.052087","2.0"
"1016","-122.366752773","37.0977187517","6.9738193323","1.39967217291","-30 to -60m","177","177o","345.866526215","139.967217291","o","3","2009.0","177o","0.0","0.166659","1.000039","-0.04823","2.0"
"1017","-122.417736536","37.1596496798","7.72562819132","1.61158104139","-30 to -60m","158","158o","398.230347998","161.158104139","o","3","2009.0","158o","0.0","0.0","0.015873","-0.006931","2.0"
"1018","-122.373094417","37.1047471904","7.37792123593","1.60751714209","-30 to -60m","175","175o","397.226136611","160.751714209","o","3","2009.0","175o","0.0","0.148929","0.857176","-0.043746","2.0"
"1019","-122.378762293","37.112179009","7.50297687565","1.55592086271","-30 to -60m","173","173o","384.476418312","155.592086271","o","3","2009.0","173o","0.0","0.107138","0.492082","-0.038982","2.0"
"1020","-122.38392787","37.1196412524","8.13146614562","1.607768892","-30 to -60m","171","171o","397.288345369","160.7768892","o","3","2009.0","171o","0.0","0.111106","0.158736","-0.034491","2.0"
"1021","-122.39031136","37.1264720074","8.33817814859","1.66055924906","-30 to -60m","169","169o","410.333126689","166.055924906","o","3","2009.0","169o","0.0","0.0","0.04762","-0.030292","2.0"
"1022","-122.394388823","37.1331323512","8.43587389492","1.43157903481","-30 to -60m","167","167o","353.750883496","143.157903481","o","3","2009.0","167o","0.0","0.0","0.04762","-0.026442","2.0"
"1023","-122.398833446","37.1390132165","8.9010009944","1.62048187063","-30 to -60m","165","165o","400.429790802","162.048187063","o","3","2009.0","165o","0.0","0.0","0.04762","-0.022965","2.0"
"1024","-122.402793063","37.1461828891","8.80316627593","1.24193775455","-30 to -60m","163","163o","306.889502597","124.193775455","o","3","2009.0","163o","0.0","0.0","0.015873","-0.019998","2.0"
"1025","-122.408353711","37.15062386","8.42192173843","1.50063691742","-30 to -60m","161","161o","370.815457923","150.063691742","o","3","2009.0","161o","0.0","0.0","0.015873","-0.016479","2.0"
"1026","-122.415554409","37.1559456427","7.75628518447","1.31399464971","-30 to -60m","159","159o","324.695149161","131.399464971","o","3","2009.0","159o","0.0","0.0","0.015873","-0.010711","2.0"
"1027","-122.423441303","37.1669948452","7.23658075812","1.4655008633","-30 to -60m","156","156o","362.133149867","146.55008633","o","3","2009.0","156o","0.0","0.0","0.015873","0.003606","1.0"
"1028","-122.429764299","37.1757114705","7.58659227103","2.05261039244","-30 to -60m","154","154o","507.211074028","205.261039244","o","3","2009.0","154o","0.0","0.0","0.031747","0.020169","1.0"
"1029","-122.437225697","37.1859210384","7.00101175831","1.84214416339","-30 to -60m","152","152o","455.203736213","184.214416339","o","3","2009.0","152o","0.0","0.0","0.031747","0.042954","1.0"
"1030","-122.442708519","37.1954035","6.727908059","1.72928147422","-30 to -60m","150","150o","427.314758352","172.928147422","o","3","2009.0","150o","0.0","0.0","0.031747","0.070511","1.0"
"1031","-122.44752094","37.2044634426","6.37355630993","1.30876033948","-30 to -60m","148","148o","323.401722937","130.876033948","o","3","2009.0","148o","0.0","0.0","0.015873","0.101449","1.0"
"1032","-122.451918479","37.2132245436","6.97557752137","1.52450514599","-30 to -60m","146","146o","376.713425648","152.450514599","o","3","2009.0","146o","0.0","0.0","0.015873","0.134826","1.0"
"1033","-122.455513114","37.2233069255","8.35692123739","2.07599858314","-30 to -60m","144","144o","512.990421812","207.599858314","o","3","2009.0","144o","0.0","0.0","0.015873","0.169831","1.0"
"1034","-122.459898355","37.2345928775","9.48745944534","2.66267972112","-30 to -60m","142","142o","657.962488213","266.267972112","o","3","2009.0","142o","0.0","0.0","0.015873","0.206796","1.0"
"1035","-122.429358403","37.2479558872","5.05459959949","0.89540560961","0 to -30m","140","140n","221.25954473","89.540560961","n","2","2009.0","140n","0.022361","0.0","0.031747","0.245841","1.0"
"1036","-122.431798632","37.2568938898","6.75476001115","1.08436069999","0 to -30m","138","138n","267.951364418","108.436069999","n","2","2009.0","138n","0.022361","0.0","0.031747","0.284943","1.0"
"1037","-122.432147764","37.2653290721","7.80862790579","1.85781219121","0 to -30m","136","136n","459.075390203","185.781219121","n","2","2009.0","136n","0.052229","0.0","0.095241","0.324978","1.0"
"1038","-122.238791573","37.0019711522","6.87721200926","1.59239875458","-30 to -60m","213","213o","393.490301698","159.239875458","o","3","2009.0","213o","0.029688","0.218739","0.619071","-0.023286","2.0"
"1039","-122.24724099","37.0083302806","6.91409872406","1.32210174624","-30 to -60m","211","211o","326.698456342","132.210174624","o","3","2009.0","211o","0.029688","0.218739","0.619071","-0.025285","2.0"
"1040","-122.253995727","37.013727943","7.03311200389","1.16467471945","-30 to -60m","209","209o","287.797390834","116.467471945","o","3","2009.0","209o","0.039871","0.205872","0.650819","-0.027048","2.0"
"1041","-122.259555042","37.0213535161","7.76123313125","1.61941083815","-30 to -60m","207","207o","400.165132914","161.941083815","o","3","2009.0","207o","0.039871","0.212111","0.634945","-0.028603","2.0"
"1042","-122.266756683","37.0284285151","7.82833549258","1.62677305027","-30 to -60m","205","205o","401.984375147","162.677305027","o","3","2009.0","205o","0.039871","0.0","0.126989","-0.029607","2.0"
"1043","-122.274384452","37.0350612507","8.14555041197","1.64341418371","-30 to -60m","203","203o","406.096488774","164.341418371","o","3","2009.0","203o","0.028973","0.0","0.111115","-0.030199","2.0"
"1044","-122.282966964","37.0421955163","8.43699296601","1.95463588658","-30 to -60m","201","201o","483.001046382","195.463588658","o","3","2009.0","201o","0.019498","0.0","0.079368","-0.030776","2.0"
"1045","-122.288807848","37.0496724354","8.06422915476","1.48153387302","-30 to -60m","199","199o","366.09499285","148.153387302","o","3","2009.0","199o","0.019498","0.0","0.079368","-0.032155","2.0"
"1046","-122.295121851","37.0545611382","7.88092082887","1.2077246979","-30 to -60m","197","197o","298.435272181","120.77246979","o","3","2009.0","197o","0.019498","0.0","0.111115","-0.034497","2.0"
"1047","-122.301373826","37.0585620675","7.77833456649","1.22854168135","-30 to -60m","195","195o","303.579260819","122.854168135","o","3","2009.0","195o","0.010182","0.19999","0.57145","-0.038212","2.0"
"1048","-122.306827779","37.0628255347","7.48963082224","1.00042498794","-30 to -60m","193","193o","247.210398274","100.042498794","o","3","2009.0","193o","0.010182","0.195112","0.777808","-0.04258","2.0"
"1049","-122.312544269","37.0655000952","7.86692344066","1.00428989599","-30 to -60m","191","191o","248.165437852","100.428989599","o","3","2009.0","191o","0.010182","0.150936","0.968291","-0.047073","2.0"
"1050","-122.317525084","37.0701177091","8.21420758889","1.22531577884","-30 to -60m","189","189o","302.782122947","122.531577884","o","3","2009.0","189o","0.010182","0.166659","1.000039","-0.051281","2.0"
"1051","-122.323931172","37.0729908972","7.87800095988","1.07770434132","-30 to -60m","187","187o","266.306542372","107.770434132","o","3","2009.0","187o","0.0","0.173069","0.968291","-0.054751","2.0"
"1052","-122.330538467","37.0761633212","7.30713292655","1.08989357792","-30 to -60m","185","185o","269.31856833","108.989357792","o","3","2009.0","185o","0.0","0.169803","0.984165","-0.056304","2.0"
"1053","-122.342421641","37.0799129168","7.01582177005","1.41020043942","-30 to -60m","182","182o","348.468117527","141.020043942","o","3","2009.0","182o","0.0","0.166659","1.000039","-0.056388","2.0"
"1054","-122.353559731","37.0864387813","6.88121276007","1.68815041835","-30 to -60m","180","180o","417.151053101","168.815041835","o","3","2009.0","180o","0.0","0.166659","1.000039","-0.053752","2.0"
"1055","-122.363080378","37.0943910228","6.88365052183","1.43717550111","-30 to -60m","178","178o","355.133800437","143.717550111","o","3","2009.0","178o","0.0","0.166659","1.000039","-0.050253","2.0"
"1056","-122.370061524","37.1010449908","7.12456369087","1.39523121031","-30 to -60m","176","176o","344.769140458","139.523121031","o","3","2009.0","176o","0.0","0.173069","0.968291","-0.046054","2.0"
"1057","-122.376426227","37.1081548878","7.40796926044","1.4589976098","-30 to -60m","174","174o","360.526160929","145.89976098","o","3","2009.0","174o","0.0","0.107138","0.492082","-0.041326","2.0"
"1058","-122.381640801","37.1157631627","7.63948998506","1.48481458076","-30 to -60m","172","172o","366.905673386","148.481458076","o","3","2009.0","172o","0.0","0.062497","0.269851","-0.036708","2.0"
"1059","-122.386966578","37.1232247434","8.22553936511","1.76111033692","-30 to -60m","170","170o","435.17984161","176.111033692","o","3","2009.0","170o","0.0","0.249987","0.079368","-0.032351","2.0"
"1060","-122.393070858","37.129493713","8.44158543035","1.45258978429","-30 to -60m","168","168o","358.942752764","145.258978429","o","3","2009.0","168o","0.0","0.0","0.04762","-0.028327","2.0"
"1061","-122.396509231","37.1360592629","8.47970690331","1.37942867929","-30 to -60m","166","166o","340.864250004","137.942867929","o","3","2009.0","166o","0.0","0.0","0.04762","-0.024628","2.0"
"1062","-122.401956425","37.1419978127","9.18950673642","1.88503064851","-30 to -60m","164","164o","465.801217477","188.503064851","o","3","2009.0","164o","0.0","0.0","0.031747","-0.021417","2.0"
"1063","-122.404825766","37.1487309349","8.59255197629","1.33596444626","-30 to -60m","162","162o","330.12400412","133.596444626","o","3","2009.0","162o","0.0","0.0","0.015873","-0.018494","2.0"
"1064","-122.412682487","37.1526713804","8.45836938833","1.78330365684","-30 to -60m","160","160o","440.663930396","178.330365684","o","3","2009.0","160o","0.0","0.0","0.015873","-0.013881","2.0"
"1065","-122.420552485","37.1633553057","7.46869450106","1.51605378377","-30 to -60m","157","157o","374.625048563","151.605378377","o","3","2009.0","157o","0.0","0.0","0.015873","-0.002588","1.0"
"1066","-122.426092032","37.1711783764","7.33799340396","1.68738978387","-30 to -60m","155","155o","416.963096226","168.738978387","o","3","2009.0","155o","0.0","0.0","0.015873","0.011269","1.0"
"1067","-122.433834412","37.1806714467","7.36805532589","1.92312650705","-30 to -60m","153","153o","475.214909134","192.312650705","o","3","2009.0","153o","0.0","0.0","0.031747","0.030838","1.0"
"1068","-122.440181741","37.1906482408","6.49549499784","1.38430431539","-30 to -60m","151","151o","342.069045921","138.430431539","o","3","2009.0","151o","0.0","0.0","0.031747","0.056241","1.0"
"1069","-122.445412496","37.2001813781","6.37931280805","1.38281470165","-30 to -60m","149","149o","341.700954349","138.281470165","o","3","2009.0","149o","0.0","0.0","0.015873","0.085619","1.0"
"1070","-122.449515942","37.2088657845","6.74706637972","1.49847778478","-30 to -60m","147","147o","370.281924627","149.847778478","o","3","2009.0","147o","0.0","0.0","0.015873","0.117914","1.0"
"1071","-122.453801191","37.218016879","7.54628418847","1.85870248554","-30 to -60m","145","145o","459.295386723","185.870248554","o","3","2009.0","145o","0.0","0.0","0.015873","0.152061","1.0"
"1072","-122.457097331","37.228935339","9.05456548326","2.5492503609","-30 to -60m","143","143o","629.933482884","254.92503609","o","3","2009.0","143o","0.0","0.0","0.015873","0.187948","1.0"
"1073","-122.461143682","37.2409725991","9.88432225538","3.13923997523","-30 to -60m","141","141o","775.723091597","313.923997523","o","3","2009.0","141o","0.0","0.0","0.015873","0.226646","1.0"
"1074","-122.431357103","37.2526604059","6.58042845148","1.47951385711","0 to -30m","139","139n","365.595836047","147.951385711","n","2","2009.0","139n","0.022361","0.0","0.031747","0.265221","1.0"
"1075","-122.431984311","37.2606669391","7.31448560656","1.46450655289","0 to -30m","137","137n","361.887450413","146.450655289","n","2","2009.0","137n","0.0457","0.0","0.079368","0.304992","1.0"
"1076","-122.430346064","37.2694876004","10.5500383599","1.74014889291","0 to -30m","135","135n","430.000155991","174.014889291","n","2","2009.0","135n","0.052229","0.0","0.095241","0.344737","1.0"
"1077","-122.4308964","37.2779819814","8.48336893885","1.69521380617","0 to -30m","133","133n","418.896454241","169.521380617","n","2","2009.0","133n","0.060323","0.0","0.126989","0.383533","1.0"
"1078","-122.429757773","37.2871232016","8.58059418651","1.73738483836","0 to -30m","131","131n","429.317143239","173.738483836","n","2","2009.0","131n","0.060323","0.0","0.126989","0.42068","1.0"
"1079","-122.428932554","37.296209463","8.59836871175","1.72172529252","0 to -30m","129","129n","425.44758519","172.172529252","n","2","2009.0","129n","0.060323","0.0","0.126989","0.455702","1.0"
"1080","-122.429932017","37.3045702314","9.43580901361","1.93918401999","0 to -30m","127","127n","479.182806995","193.918401999","n","2","2009.0","127n","0.060323","0.0","0.126989","0.488183","1.0"
"1081","-122.429877563","37.3132947574","9.85898881719","1.91740785295","0 to -30m","125","125n","473.801798931","191.740785295","n","2","2009.0","125n","0.233029","0.0","0.475415","0.513218","1.0"
"1082","-122.428075274","37.3211625655","10.1748000123","2.30707680166","0 to -30m","123","123n","570.091093148","230.707680166","n","2","2009.0","123n","0.343365","0.0","0.840508","0.54096","1.0"
"1083","-122.42908022","37.3290552247","10.6506160195","1.96079438514","0 to -30m","121","121n","484.522844519","196.079438514","n","2","2009.0","121n","0.376793","0.0","0.856382","0.571612","1.0"
"1084","-122.475204814","37.2764267988","9.18625968152","1.94480484919","-30 to -60m","134","134o","480.571744138","194.480484919","o","3","2009.0","134o","0.0","0.0","0.126989","0.36426","1.0"
"1085","-122.476770824","37.2855048141","10.0283235315","2.63279846222","-30 to -60m","132","132o","650.578668332","263.279846222","o","3","2009.0","132o","0.0","0.0","0.126989","0.402352","1.0"
"1086","-122.477741468","37.2950680833","11.029367625","2.72525740802","-30 to -60m","130","130o","673.425771404","272.525740802","o","3","2009.0","130o","0.0","0.0","0.126989","0.438481","1.0"
"1087","-122.480995949","37.3043243613","11.4278688132","2.67124122214","-30 to -60m","128","128o","660.078081187","267.124122214","o","3","2009.0","128o","0.0","0.0","0.126989","0.472289","1.0"
"1088","-122.483237138","37.3131207804","11.4005336917","2.25553129261","-30 to -60m","126","126o","557.353920472","225.553129261","o","3","2009.0","126o","0.0","0.0","0.475415","0.500388","1.0"
"1089","-122.483327732","37.3198648606","11.8069567925","1.73156757394","-30 to -60m","124","124o","427.879665896","173.156757394","o","3","2009.0","124o","0.0","0.0","0.491288","0.526724","1.0"
"1090","-122.485600961","37.3263534015","11.3620311388","1.79274060089","-30 to -60m","122","122o","442.995850054","179.274060089","o","3","2009.0","122o","0.0","0.0","0.856382","0.555986","1.0"
"1091","-122.429156711","37.3365462989","11.7590196872","2.51339947107","0 to -30m","119","119n","621.074535079","251.339947107","n","2","2009.0","119n","0.34587","0.0","0.872256","0.603526","1.0"
"1092","-122.430360059","37.3441725214","12.4806992402","2.57273166019","0 to -30m","117","117n","635.735838303","257.273166019","n","2","2009.0","117n","0.342831","0.0","0.872256","0.636507","1.0"
"1093","-122.429893491","37.3515656447","12.6840271601","2.19807085259","0 to -30m","115","115n","543.15513652","219.807085259","n","2","2009.0","115n","0.334902","0.0","0.808761","0.668899","1.0"
"1094","-122.428864697","37.3326406947","11.1768991179","1.96682278851","0 to -30m","120","120n","486.012495434","196.682278852","n","2","2009.0","120n","0.382889","0.0","0.872256","0.587461","1.0"
"1095","-122.429912446","37.3403673146","11.8989893775","2.0844370745","0 to -30m","118","118n","515.075618438","208.44370745","n","2","2009.0","118n","0.372983","0.0","0.872256","0.619884","1.0"
"1096","-122.431267622","37.3547985361","12.6679535545","2.19176926962","0 to -30m","114","114n","541.597981457","219.176926962","n","2","2009.0","114n","0.335335","0.0","0.808761","0.683263","1.0"
"1097","-122.435694367","37.36153845","12.2732283991","1.8673153076","0 to -30m","112","112n","461.423661404","186.73153076","n","2","2009.0","112n","0.338221","0.0","0.76114","0.708411","1.0"
"1098","-122.489541189","37.3561366897","10.0358636728","0.79689828774","-30 to -60m","107","107o","196.917855384","79.6898287744","o","3","2009.0","107o","0.009616","0.0","0.808761","0.747886","1.0"
"1099","-122.44050636","37.3708738308","12.4007414839","2.25714959138","0 to -30m","109","109n","557.753810807","225.714959138","n","2","2009.0","109n","0.323727","0.0","0.792888","0.735304","1.0"
"1100","-122.485125537","37.3315676051","10.804934034","1.24694272878","-30 to -60m","120","120o","308.126258663","124.694272878","o","3","2009.0","120o","0.0","0.0","0.872256","0.587461","1.0"
"1101","-122.486959979","37.3360785223","9.84030641236","1.03625657616","-30 to -60m","118","118o","256.06457655","103.625657616","o","3","2009.0","118o","0.0","0.0","0.872256","0.619884","1.0"
"1102","-122.487581466","37.3434761824","9.26948904807","0.75155492174","-30 to -60m","114","114o","185.713265629","75.1554921737","o","3","2009.0","114o","0.0","0.0","0.808761","0.683263","1.0"
"1103","-122.488472966","37.347104869","9.33369295436","0.59970820899","-30 to -60m","112","112o","148.191125751","59.9708208987","o","3","2009.0","112o","0.0","0.0","0.76114","0.708411","1.0"
"1104","-122.490783432","37.3517774528","9.15189389213","0.74114676518","-30 to -60m","109","109o","183.141354132","74.1146765175","o","3","2009.0","109o","0.0","0.0","0.792888","0.735304","1.0"
"1105","-122.442528743","37.3776077905","11.2935126863","1.96483439885","0 to -30m","107","107n","485.521153647","196.483439885","n","2","2009.0","107n","0.345554","0.0","0.808761","0.747886","1.0"
"1106","-122.22355353","37.0185261567","4.32113878702","0.83840548943","0 to -30m","213","213n","207.17450829","83.8405489433","n","2","2009.0","213n","0.728726","0.218739","0.619071","-0.023286","2.0"
"1107","-122.231332288","37.0246271287","4.0255327112","0.64462581105","0 to -30m","211","211n","159.290506943","64.462581105","n","2","2009.0","211n","0.73079","0.218739","0.619071","-0.025285","2.0"
"1108","-122.236315181","37.031254677","4.43794095216","0.6531244981","0 to -30m","209","209n","161.390578248","65.3124498097","n","2","2009.0","209n","0.748242","0.205872","0.650819","-0.027048","2.0"
"1109","-122.241566433","37.0389233149","4.52119712769","0.82583411551","0 to -30m","207","207n","204.068054141","82.5834115508","n","2","2009.0","207n","0.730986","0.212111","0.634945","-0.028603","2.0"
"1110","-122.248380053","37.0458296443","4.09290968592","0.68510142339","0 to -30m","205","205n","169.292248569","68.5101423386","n","2","2009.0","205n","0.081477","0.0","0.126989","-0.029607","2.0"
"1111","-122.25509711","37.0522759585","3.95562651877","0.64508125331","0 to -30m","203","203n","159.403049177","64.5081253314","n","2","2009.0","203n","0.081477","0.0","0.111115","-0.030199","2.0"
"1112","-122.261684741","37.0591879826","4.13776426441","0.70567357474","0 to -30m","201","201n","174.375737877","70.5673574739","n","2","2009.0","201n","0.05927","0.0","0.079368","-0.030776","2.0"
"1113","-122.267492991","37.0661327642","4.66896544495","0.8644483535","0 to -30m","199","199n","213.609840151","86.4448353501","n","2","2009.0","199n","0.05927","0.0","0.079368","-0.032155","2.0"
"1114","-122.274249535","37.0725520533","5.24169276222","0.79110109041","0 to -30m","197","197n","195.485336724","79.1101090408","n","2","2009.0","197n","0.084217","0.0","0.111115","-0.034497","2.0"
"1115","-122.280457733","37.0783868454","5.66679057573","1.06929380894","0 to -30m","195","195n","264.228254559","106.929380894","n","2","2009.0","195n","0.423583","0.19999","0.57145","-0.038212","2.0"
"1116","-122.286854253","37.0848896364","6.62804852658","1.16783580549","0 to -30m","193","193n","288.578512207","116.783580549","n","2","2009.0","193n","0.591836","0.195112","0.777808","-0.04258","2.0"
"1117","-122.29355131","37.0903055586","6.84964714965","1.10990710625","0 to -30m","191","191n","274.264018883","110.990710625","n","2","2009.0","191n","0.757653","0.150936","0.968291","-0.047073","2.0"
"1118","-122.300281135","37.096000067","6.83730222903","1.25284753149","0 to -30m","189","189n","309.585367189","125.284753149","n","2","2009.0","189n","0.785376","0.166659","1.000039","-0.051281","2.0"
"1119","-122.308087314","37.1004662433","7.12125209783","1.20944942434","0 to -30m","187","187n","298.861461367","120.944942434","n","2","2009.0","187n","0.767924","0.173069","0.968291","-0.054751","2.0"
"1120","-122.330011876","37.1032238556","6.18945382078","0.93834515146","0 to -30m","182","182n","231.870136599","93.8345151457","n","2","2009.0","182n","0.790718","0.166659","1.000039","-0.056388","2.0"
"1121","-122.316609774","37.1038430339","7.41320544998","1.29006413389","0 to -30m","185","185n","318.781789921","129.006413389","n","2","2009.0","185n","0.779103","0.169803","0.984165","-0.056304","2.0"
"1122","-122.339385873","37.1069966982","5.68441617366","1.08835257441","0 to -30m","180","180n","268.937778069","108.835257441","n","2","2009.0","180n","0.790718","0.166659","1.000039","-0.053752","2.0"
"1123","-122.346220108","37.1132366932","5.49570556479","0.67106109029","0 to -30m","178","178n","165.822806703","67.1061090288","n","2","2009.0","178n","0.790718","0.166659","1.000039","-0.050253","2.0"
"1124","-122.348095116","37.1197369286","5.97045683636","0.77395056808","0 to -30m","176","176n","191.247350362","77.395056808","n","2","2009.0","176n","0.765771","0.173069","0.968291","-0.046054","2.0"
"1125","-122.351294661","37.1278107058","6.85253212676","1.29886018719","0 to -30m","174","174n","320.955342029","129.886018719","n","2","2009.0","174n","0.426405","0.107138","0.492082","-0.041326","2.0"
"1126","-122.356385225","37.1352400734","6.57646281019","1.19144679412","0 to -30m","172","172n","294.412914559","119.144679412","n","2","2009.0","172n","0.236132","0.062497","0.269851","-0.036708","2.0"
"1127","-122.363531429","37.1411001609","5.47928440053","1.00208507591","0 to -30m","170","170n","247.620614945","100.208507591","n","2","2009.0","170n","0.068109","0.249987","0.079368","-0.032351","2.0"
"1128","-122.368453454","37.1477147456","5.01240322136","0.69153967003","0 to -30m","168","168n","170.883173962","69.1539670028","n","2","2009.0","168n","0.040385","0.0","0.04762","-0.028327","2.0"
"1129","-122.371137601","37.1550440132","5.49375007998","0.88342353411","0 to -30m","166","166n","218.298709394","88.3423534112","n","2","2009.0","166n","0.040385","0.0","0.04762","-0.024628","2.0"
"1130","-122.375364127","37.1623618318","5.80593955628","1.10364454858","0 to -30m","164","164n","272.71650718","110.364454858","n","2","2009.0","164n","0.029206","0.0","0.031747","-0.021417","2.0"
"1131","-122.381211275","37.1684383336","5.86565129155","1.04458284957","0 to -30m","162","162n","258.122043517","104.458284957","n","2","2009.0","162n","0.017591","0.0","0.015873","-0.018494","2.0"
"1132","-122.389354969","37.1729229027","5.54461610527","0.85758455337","0 to -30m","160","160n","211.913758201","85.758455337","n","2","2009.0","160n","0.017591","0.0","0.015873","-0.013881","2.0"
"1133","-122.400724888","37.178066824","4.59093707445","0.64896474575","0 to -30m","157","157n","160.362681058","64.8964745754","n","2","2009.0","157n","0.017591","0.0","0.015873","-0.002588","1.0"
"1134","-122.404936403","37.185382858","4.39985058475","0.77895862834","0 to -30m","155","155n","192.484869003","77.8958628339","n","2","2009.0","155n","0.017591","0.0","0.015873","0.011269","1.0"
"1135","-122.412378481","37.1924058491","4.07912109073","0.69242514329","0 to -30m","153","153n","171.101979169","69.2425143285","n","2","2009.0","153n","0.032863","0.0","0.031747","0.030838","1.0"
"1136","-122.416008829","37.200431477","4.91796003678","0.79193793673","0 to -30m","151","151n","195.692125954","79.1937936729","n","2","2009.0","151n","0.032863","0.0","0.031747","0.056241","1.0"
"1137","-122.420043021","37.2090418514","5.77333995957","1.04566823365","0 to -30m","149","149n","258.390247764","104.566823365","n","2","2009.0","149n","0.015272","0.0","0.015873","0.085619","1.0"
"1138","-122.421587486","37.2171336573","6.10569353704","1.23390679216","0 to -30m","147","147n","304.90500857","123.390679216","n","2","2009.0","147n","0.015272","0.0","0.015873","0.117914","1.0"
"1139","-122.424727102","37.225525928","5.80260138644","1.19540954947","0 to -30m","145","145n","295.39213273","119.540954947","n","2","2009.0","145n","0.015272","0.0","0.015873","0.152061","1.0"
"1140","-122.425917939","37.2348242513","4.38071923356","0.83884655249","0 to -30m","143","143n","207.283497346","83.8846552493","n","2","2009.0","143n","0.015272","0.0","0.015873","0.187948","1.0"
