"shapeid","x","y","PERIMETER","AREA","DEPTH","ATOS_ID","HAB_ID","ACRES","HECTARES","ZONE_CODE","ZONE","Year","POLY_ID","dens_sm","pupratio","lin_dens","trend5yr","Sect_ID" 
"641","-121.386097156","35.7981239477","4.03211308545","0.59082645618","-30 to -60m","668","668o","145.996396834","59.0826456175","o","3","2009.0","668o","0.02245","0.17889","4.079524","-0.030316","8.0"
"642","-121.391374422","35.8019109141","3.82336554748","0.53523278716","-30 to -60m","666","666o","132.258902045","53.5232787161","o","3","2009.0","666o","0.02245","0.211443","4.36525","-0.024669","8.0"
"643","-121.397599174","35.8064956259","4.0131010386","0.58291360242","-30 to -60m","664","664o","144.041088089","58.2913602422","o","3","2009.0","664o","0.02245","0.228249","3.587441","-0.01884","8.0"
"644","-121.402367037","35.8123430077","4.5435979539","0.75261499477","-30 to -60m","662","662o","185.97521538","75.2614994766","o","3","2009.0","662o","0.02245","0.194276","3.31759","-0.013177","8.0"
"645","-121.408381952","35.8193645442","4.34905114645","0.66219147779","-30 to -60m","660","660o","163.631077724","66.2191477792","o","3","2009.0","660o","0.02245","0.209292","3.301716","-0.007737","8.0"
"646","-121.413967017","35.8264767468","3.96808207674","0.66221330192","-30 to -60m","658","658o","163.636470583","66.2213301919","o","3","2009.0","658o","0.02245","0.211946","3.539821","-0.002397","8.0"
"647","-121.420453355","35.8334037638","3.27709274049","0.54869773336","-30 to -60m","656","656o","135.586162712","54.8697733359","o","3","2009.0","656o","0.02245","0.245602","3.381084","0.002347","8.0"
"648","-121.426293593","35.8389964211","2.79545292","0.39378592733","-30 to -60m","654","654o","97.3066217894","39.3785927331","o","3","2009.0","654o","0.02245","0.21697","4.095398","0.006295","8.0"
"649","-121.433334152","35.8448947243","2.46917584047","0.3412585898","-30 to -60m","652","652o","84.3268340113","34.1258589799","o","3","2009.0","652o","0.0","0.231567","3.714431","0.00964","8.0"
"650","-121.441795414","35.8508170187","3.02338036672","0.51690501342","-30 to -60m","650","650o","127.730010524","51.6905013423","o","3","2009.0","650o","0.0","0.229497","3.571568","0.01247","8.0"
"651","-121.449848124","35.8568969214","3.61151631453","0.64466038545","-30 to -60m","648","648o","159.299050464","64.4660385451","o","3","2009.0","648o","0.0","0.267002","3.84142","0.014721","8.0"
"652","-121.457360344","35.8618817213","3.74315780012","0.61991620046","-30 to -60m","646","646o","153.184629193","61.9916200464","o","3","2009.0","646o","0.0","0.26441","4.174766","0.016315","8.0"
"653","-121.46464551","35.8683645769","3.78820290454","0.67506444691","-30 to -60m","644","644o","166.812057668","67.5064446909","o","3","2009.0","644o","0.0","0.264056","4.635101","0.017092","8.0"
"654","-121.471134685","35.8766050007","3.53973364632","0.60709136065","-30 to -60m","642","642o","150.015542259","60.7091360649","o","3","2009.0","642o","0.0","0.277763","4.746217","0.016958","8.0"
"655","-121.477238591","35.8823976091","3.11375847973","0.43551215066","-30 to -60m","640","640o","107.617396123","43.5512150661","o","3","2009.0","640o","0.071163","0.279836","5.444657","0.016306","7.0"
"656","-121.481899373","35.8890557763","3.54724603736","0.57783178581","-30 to -60m","638","638o","142.785343855","57.7831785806","o","3","2009.0","638o","0.129752","0.254224","4.698596","0.015068","7.0"
"657","-121.486708697","35.8983208865","4.0700035561","0.81092596316","-30 to -60m","636","636o","200.384169468","81.0925963158","o","3","2009.0","636o","0.178371","0.244713","4.682722","0.013223","7.0"
"658","-121.492375565","35.9058485029","3.57609528416","0.45016223766","-30 to -60m","634","634o","111.237511459","45.016223766","o","3","2009.0","634o","0.239959","0.216091","4.555733","0.01143","7.0"
"659","-121.492541472","35.9144292815","4.75601259632","0.6581920639","-30 to -60m","632","632o","162.642801028","65.8192063897","o","3","2009.0","632o","0.32563","0.217938","4.523986","0.010067","7.0"
"660","-121.494773159","35.9229063241","4.49680035686","0.75627490381","-30 to -60m","630","630o","186.879598599","75.6274903807","o","3","2009.0","630o","0.585991","0.212234","4.71447","0.009186","7.0"
"661","-121.496673594","35.9311603803","4.54217046944","0.76317053031","-30 to -60m","628","628o","188.583545017","76.317053031","o","3","2009.0","628o","0.625173","0.208825","4.777964","0.008409","7.0"
"662","-121.496533832","35.9407452197","3.68407373326","0.53674420851","-30 to -60m","626","626o","132.632382395","53.6744208512","o","3","2009.0","626o","0.744538","0.194205","4.58748","0.007878","7.0"
"663","-121.498345133","35.9494597231","3.0833040642","0.48991576922","-30 to -60m","624","624o","121.06082304","48.991576922","o","3","2009.0","624o","0.744538","0.170846","3.698557","0.007533","7.0"
"664","-121.500220941","35.9577981602","2.59128965196","0.35219470137","-30 to -60m","622","622o","87.0292060332","35.2194701372","o","3","2009.0","622o","0.744538","0.134402","3.349337","0.007655","7.0"
"665","-121.502259843","35.965522592","2.26396410505","0.27169126826","-30 to -60m","620","620o","67.1363744857","27.1691268264","o","3","2009.0","620o","0.71327","0.164171","3.714431","0.008243","7.0"
"666","-121.504727257","35.9742626136","2.57301094545","0.38503717364","-30 to -60m","618","618o","95.1447576721","38.5037173643","o","3","2009.0","618o","0.654321","0.145244","3.254095","0.008974","7.0"
"667","-121.508739145","35.9813279368","2.19664370539","0.28200486321","-30 to -60m","616","616o","69.6849192999","28.2004863213","o","3","2009.0","616o","0.594273","0.143671","3.158853","0.009982","7.0"
"668","-121.515732783","35.9869642666","2.27803327408","0.28597146891","-30 to -60m","614","614o","70.6650889134","28.5971468909","o","3","2009.0","614o","0.566166","0.148141","2.952496","0.011287","7.0"
"669","-121.52216312","35.9916264539","2.76675627151","0.4021027688","-30 to -60m","612","612o","99.3617580741","40.2102768803","o","3","2009.0","612o","0.504578","0.212755","2.714392","0.012499","7.0"
"670","-121.529101384","35.9954838078","2.65459088297","0.34949443222","-30 to -60m","610","610o","86.3619549944","34.949443222","o","3","2009.0","610o","0.325129","0.284138","3.730304","0.013605","7.0"
"671","-121.537659015","35.9977859461","2.72806378813","0.38258242599","-30 to -60m","608","608o","94.5381763163","38.2582425988","o","3","2009.0","608o","0.158546","0.302841","3.619189","0.014638","7.0"
"672","-121.546343183","35.9997393679","3.25835810618","0.46612170884","-30 to -60m","606","606o","115.181182673","46.612170884","o","3","2009.0","606o","0.053497","0.300531","3.777925","0.015626","7.0"
"673","-121.555400308","36.0006785624","3.75457306904","0.64343530333","-30 to -60m","604","604o","158.996326079","64.3435303332","o","3","2009.0","604o","0.0","0.252239","4.41287","0.016397","7.0"
"674","-121.564657843","36.0025485877","3.29074877125","0.49029278672","-30 to -60m","602","602o","121.153986092","49.0292786716","o","3","2009.0","602o","0.0","0.267267","4.36525","0.01706","7.0"
"675","-121.57290307","36.0048399419","3.01158015037","0.43997433766","-30 to -60m","600","600o","108.720026544","43.9974337663","o","3","2009.0","600o","0.0","0.279986","4.063651","0.017274","7.0"
"676","-121.581347807","36.0098545111","3.63942325269","0.61217553351","-30 to -60m","598","598o","151.271868733","61.217553351","o","3","2009.0","598o","0.0","0.270101","3.508073","0.016854","7.0"
"677","-121.589924278","36.0155256485","3.89427575779","0.7066000343","-30 to -60m","596","596o","174.60467102","70.6600034297","o","3","2009.0","596o","0.0","0.273242","3.476326","0.015988","7.0"
"678","-121.594902479","36.0253086226","4.61722356649","0.88448633267","-30 to -60m","594","594o","218.561332638","88.4486332673","o","3","2009.0","594o","0.0","0.289084","4.317629","0.014661","7.0"
"679","-121.596922869","36.0369251889","3.9422366186","0.57011884663","-30 to -60m","592","592o","140.879435077","57.0118846627","o","3","2009.0","592o","0.0","0.300955","4.254134","0.013131","7.0"
"680","-121.599415382","36.0462397234","2.48266415241","0.28452990532","-30 to -60m","590","590o","70.3088707935","28.4529905322","o","3","2009.0","590o","0.0","0.294985","4.111271","0.011391","7.0"
"681","-121.604788846","36.0531145407","2.14028375514","0.26464180184","-30 to -60m","588","588o","65.3944133968","26.4641801844","o","3","2009.0","588o","0.0","0.279986","4.063651","0.009434","7.0"
"682","-121.609113385","36.0602378453","2.21412245957","0.27218080711","-30 to -60m","586","586o","67.257342169","27.218080711","o","3","2009.0","586o","0.0","0.273182","3.920788","0.007401","7.0"
"683","-121.613669286","36.067039206","2.4818686556","0.35628233445","-30 to -60m","584","584o","88.0392821641","35.6282334449","o","3","2009.0","584o","0.0","0.308065","4.111271","0.005556","7.0"
"684","-121.61906089","36.0732168524","2.26421970584","0.29473586874","-30 to -60m","582","582o","72.8308192782","29.4735868745","o","3","2009.0","582o","0.0","0.358362","3.730304","0.004049","7.0"
"685","-121.625051112","36.0808580201","2.12427689179","0.27795106486","-30 to -60m","580","580o","68.6832039105","27.7951064856","o","3","2009.0","580o","0.0","0.352922","4.01603","0.00275","7.0"
"686","-121.630951966","36.0878649682","1.9797823326","0.23823720055","-30 to -60m","578","578o","58.8696943205","23.8237200546","o","3","2009.0","578o","0.0","0.360956","4.428744","0.002094","7.0"
"687","-121.635390325","36.095027533","2.51398663086","0.35047545304","-30 to -60m","576","576o","86.6043705173","35.0475453036","o","3","2009.0","576o","0.0","0.359204","4.444618","0.001839","6.0"
"688","-121.639614482","36.1016546746","2.79595874212","0.44282954268","-30 to -60m","574","574o","109.425563069","44.2829542681","o","3","2009.0","574o","0.0","0.344018","4.650975","0.001439","6.0"
"689","-121.64373595","36.1095272861","2.26942819148","0.29945423478","-30 to -60m","572","572o","73.9967529175","29.9454234781","o","3","2009.0","572o","0.0","0.348296","3.809672","0.000718","6.0"
"690","-121.649623832","36.1155177056","2.42078887606","0.3314493376","-30 to -60m","570","570o","81.9029150044","33.1449337599","o","3","2009.0","570o","0.0","0.301871","3.285842","-0.000352","6.0"
"691","-121.655914848","36.1213480629","2.73058744087","0.40057368566","-30 to -60m","568","568o","98.9839134006","40.057368566","o","3","2009.0","568o","0.0","0.290525","3.031864","-0.001595","6.0"
"692","-121.661594651","36.1284185446","2.93839815109","0.44458384611","-30 to -60m","566","566o","109.859060886","44.4583846105","o","3","2009.0","566o","0.0","0.318165","3.682683","-0.002749","6.0"
"693","-121.667680467","36.1343634747","3.23017391221","0.5100948558","-30 to -60m","564","564o","126.047183927","51.0094855799","o","3","2009.0","564o","0.0","0.309661","3.222348","-0.003691","6.0"
"694","-121.673352822","36.1404835978","3.16181044647","0.49275193951","-30 to -60m","562","562o","121.761655982","49.2751939512","o","3","2009.0","562o","0.0","0.30462","3.127106","-0.004749","6.0"
"695","-121.678430074","36.1476376794","2.63901313105","0.36836502729","-30 to -60m","560","560o","91.0249805868","36.8365027287","o","3","2009.0","560o","0.0","0.319428","3.015991","-0.005896","6.0"
"696","-121.683715406","36.1552804545","2.52379937506","0.35085199794","-30 to -60m","558","558o","86.6974167902","35.0851997943","o","3","2009.0","558o","0.0","0.299197","2.61915","-0.006765","6.0"
"697","-121.688988125","36.1614532286","2.52389352619","0.33374483581","-30 to -60m","556","556o","82.4701449662","33.3744835813","o","3","2009.0","556o","0.0","0.296859","2.635023","-0.007557","6.0"
"698","-121.696508447","36.1670814534","2.08708607608","0.25702817782","-30 to -60m","554","554o","63.5130459268","25.7028177815","o","3","2009.0","554o","0.550736","0.294102","2.79376","-0.007957","6.0"
"699","-121.704089088","36.1721996267","1.69056037741","0.15076599647","-30 to -60m","552","552o","37.2550890692","15.0765996467","o","3","2009.0","552o","0.550736","0.303263","2.523908","-0.007831","6.0"
"700","-121.711241192","36.177378307","1.59848426685","0.16098055476","-30 to -60m","550","550o","39.7791613922","16.0980554758","o","3","2009.0","550o","0.550736","0.282814","2.015952","-0.007276","6.0"
"701","-121.717382821","36.1843220495","1.66258993798","0.14694073441","-30 to -60m","548","548o","36.3098462286","14.6940734407","o","3","2009.0","548o","0.550736","0.241367","2.285803","-0.006116","6.0"
"702","-121.72278368","36.19132062","1.47409738913","0.10421829811","-30 to -60m","546","546o","25.7529023114","10.4218298114","o","3","2009.0","546o","0.550736","0.191002","1.682605","-0.004642","6.0"
"703","-121.728170133","36.1987746644","1.26421936329","0.07087948207","0 to -30m","544","544n","17.5147014554","7.08794820712","n","2","2009.0","544n","6.531556","0.177769","1.682605","-0.003846","6.0"
"704","-121.75005117","36.2000079955","1.99436870752","0.23470616532","-30 to -60m","540","540o","57.9971565135","23.4706165318","o","3","2009.0","540o","0.550736","0.161608","1.825468","-0.005325","6.0"
"705","-121.739722183","36.2001069483","2.55060989944","0.19551671014","-30 to -60m","542","542o","48.3132312425","19.5516710141","o","3","2009.0","542o","0.550736","0.157887","1.7461","-0.004079","6.0"
"706","-121.759930165","36.2024572774","2.1799062526","0.2907849052","-30 to -60m","538","538o","71.8545149247","29.0784905202","o","3","2009.0","538o","0.550736","0.13541","1.730226","-0.007619","6.0"
"707","-121.769676636","36.2061811361","2.48573856743","0.36976353377","-30 to -60m","536","536o","91.3705590655","36.9763533772","o","3","2009.0","536o","0.550736","0.138291","1.698479","-0.011073","6.0"
"708","-121.777796684","36.2102073702","2.43031115922","0.33118263062","-30 to -60m","534","534o","81.8370102759","33.1182630625","o","3","2009.0","534o","0.301293","0.102559","1.365133","-0.014971","6.0"
"709","-121.785885955","36.2143071883","2.83083288139","0.43244521105","-30 to -60m","532","532o","106.85953884","43.2445211048","o","3","2009.0","532o","0.0","0.103891","1.349259","-0.018991","6.0"
"710","-121.794366641","36.2179368786","2.67422030993","0.3808597015","-30 to -60m","530","530o","94.1124818256","38.0859701504","o","3","2009.0","530o","0.0","0.093329","1.301638","-0.022825","6.0"
"711","-121.803090958","36.2210186134","2.35011711962","0.29465711107","-30 to -60m","528","528o","72.8113578341","29.4657111075","o","3","2009.0","528o","0.0","0.104473","1.174649","-0.026536","6.0"
"712","-121.811230393","36.2235787154","2.28663917704","0.30553020173","-30 to -60m","526","526o","75.4981570492","30.5530201734","o","3","2009.0","526o","0.0","0.137248","0.92067","-0.029981","6.0"
"713","-121.820978259","36.2266287248","2.25822516449","0.31581758893","-30 to -60m","524","524o","78.0402257867","31.5817588931","o","3","2009.0","524o","0.0","0.098035","0.888923","-0.033426","6.0"
"714","-121.831386852","36.2301051268","2.37228715892","0.34665427783","-30 to -60m","522","522o","85.6601375594","34.6654277826","o","3","2009.0","522o","0.0","0.119042","0.74606","-0.03632","6.0"
"715","-121.840336517","36.2337781891","2.29822801077","0.31078657721","-30 to -60m","520","520o","76.7970357164","31.078657721","o","3","2009.0","520o","0.0","0.130429","0.825429","-0.038828","6.0"
"716","-121.84988593","36.238107699","2.26831458489","0.26574226899","-30 to -60m","518","518o","65.6663447502","26.5742268988","o","3","2009.0","518o","0.0","0.113631","0.777808","-0.040897","6.0"
"717","-121.856368819","36.2408381522","2.42920710067","0.28833003813","-30 to -60m","516","516o","71.2479040611","28.8330038132","o","3","2009.0","516o","0.0","0.062497","0.809555","-0.042781","6.0"
"718","-121.864467264","36.2446419138","3.09363407462","0.45429687204","-30 to -60m","514","514o","112.259201866","45.4296872045","o","3","2009.0","514o","0.0","0.062497","0.809555","-0.044273","6.0"
"719","-121.872469653","36.2495970475","4.23276210665","0.79421105977","-30 to -60m","512","512o","196.253826891","79.4211059773","o","3","2009.0","512o","0.0","0.10937","1.127028","-0.04547","6.0"
"720","-121.8810628","36.2574592579","6.25579077691","1.66715594567","-30 to -60m","510","510o","411.963205921","166.715594567","o","3","2009.0","510o","0.0","0.151508","1.206396","-0.046337","6.0"
"721","-121.890961584","36.2646253466","6.06494134739","1.34454506508","-30 to -60m","508","508o","332.244321207","134.454506508","o","3","2009.0","508o","0.0","0.176462","1.269891","-0.047102","6.0"
"722","-121.901433492","36.2705177656","4.84535893806","0.96590473359","-30 to -60m","506","506o","238.680257654","96.5904733588","o","3","2009.0","506o","0.0","0.176462","1.269891","-0.047777","6.0"
"723","-121.909941066","36.2787984408","5.58530988362","1.21106139436","-30 to -60m","504","504o","299.259787834","121.106139436","o","3","2009.0","504o","0.0","0.179096","1.254017","-0.047561","6.0"
"724","-121.915383168","36.2879209268","5.49468406756","1.13364046109","-30 to -60m","502","502o","280.128658583","113.364046109","o","3","2009.0","502o","0.0","0.196712","1.158775","-0.045955","6.0"
"725","-121.919278352","36.2959188091","5.22968527633","0.94166263978","-30 to -60m","500","500o","232.689905816","94.166263978","o","3","2009.0","500o","0.0","0.196712","1.158775","-0.043338","6.0"
"726","-121.922123661","36.303481828","5.25207036881","1.05605493165","-30 to -60m","498","498o","260.956856736","105.605493165","o","3","2009.0","498o","0.0","0.222211","1.57149","-0.039577","5.0"
"727","-121.923758686","36.3118787743","5.86448471747","1.14022731697","-30 to -60m","496","496o","281.756306119","114.022731697","o","3","2009.0","496o","0.014345","0.197521","1.539743","-0.034579","5.0"
"728","-121.925013312","36.3208104619","6.74882006509","1.48657019924","-30 to -60m","494","494o","367.33949616","148.657019924","o","3","2009.0","494o","0.014345","0.232865","1.428627","-0.028575","5.0"
"729","-121.924127099","36.3290829989","6.17065470057","1.07206178842","-30 to -60m","492","492o","264.912237183","107.206178842","o","3","2009.0","492o","0.014345","0.253955","1.254017","-0.022014","5.0"
"730","-121.923616707","36.3367422269","6.21647357954","1.09611516503","-30 to -60m","490","490o","270.855955986","109.611516503","o","3","2009.0","490o","0.014345","0.228059","1.111154","-0.015133","5.0"
"731","-121.921926325","36.3453108071","5.94440588886","1.20034369965","-30 to -60m","488","488o","296.611387794","120.034369965","o","3","2009.0","488o","0.014345","0.169483","1.095281","-0.00794","5.0"
"732","-121.907874377","36.3535203975","2.39137164621","0.25393069909","0 to -30m","486","486n","62.7476422652","25.3930699091","n","2","2009.0","486n","2.855791","0.212111","1.269891","-0.000626","5.0"
"733","-121.909740676","36.361008793","2.93787859688","0.3940639229","0 to -30m","484","484n","97.3753159913","39.4063922903","n","2","2009.0","484n","7.070707","0.262282","2.44454","0.006575","5.0"
"734","-121.908329104","36.3680343806","2.78966523611","0.4127593607","0 to -30m","482","482n","101.995059279","41.2759360697","n","2","2009.0","482n","7.625383","0.269827","2.539782","0.01323","5.0"
"735","-121.910092784","36.3761323973","2.62953442641","0.35780764028","0 to -30m","480","480n","88.4161934421","35.7807640275","n","2","2009.0","480n","7.763476","0.267703","2.555655","0.019532","5.0"
"736","-121.907878183","36.3831480032","2.89988274828","0.4417789334","0 to -30m","478","478n","109.165951861","44.1778933395","n","2","2009.0","478n","7.484102","0.262698","2.365172","0.025733","5.0"
"737","-121.90887411","36.3910874249","2.7940397818","0.34293962593","0 to -30m","476","476n","84.7422270855","34.2939625929","n","2","2009.0","476n","7.551049","0.223989","2.428666","0.03171","5.0"
"738","-121.922310193","36.3977001843","3.52768196748","0.48269478091","-30 to -60m","474","474o","119.276477968","48.2694780907","o","3","2009.0","474o","0.359035","0.202889","2.635023","0.03749","5.0"
"739","-121.927523643","36.4043219622","3.61851295551","0.57692859919","-30 to -60m","472","472o","142.562161583","57.6928599193","o","3","2009.0","472o","0.359035","0.204215","2.714392","0.042553","5.0"
"740","-121.930307942","36.4113847498","3.49806798874","0.58228150416","-30 to -60m","470","470o","143.884893206","58.2281504158","o","3","2009.0","470o","0.359035","0.172611","3.127106","0.046958","5.0"
"741","-121.932325277","36.42022822","3.04027366533","0.46193402458","-30 to -60m","468","468o","114.146383357","46.1934024581","o","3","2009.0","468o","0.359035","0.167622","3.206474","0.050802","5.0"
"742","-121.933538485","36.4274958052","2.64378297718","0.32367896294","-30 to -60m","466","466o","79.9828136107","32.3678962942","o","3","2009.0","466o","0.359035","0.161103","3.31759","0.05417","5.0"
"743","-121.934023035","36.4352500733","3.01922922352","0.43746207986","-30 to -60m","464","464o","108.099234122","43.7462079865","o","3","2009.0","464o","0.359035","0.124318","3.301716","0.057254","5.0"
"744","-121.936095232","36.4424640335","3.18654294443","0.45646149343","-30 to -60m","462","462o","112.794091458","45.6461493426","o","3","2009.0","462o","0.359035","0.051945","2.571529","0.060029","5.0"
"745","-121.939849408","36.4497247145","3.23433453524","0.57714908352","-30 to -60m","460","460o","142.616644447","57.7149083521","o","3","2009.0","460o","0.359035","0.069146","3.190601","0.06262","5.0"
"746","-121.942840022","36.4635868312","2.79492104885","0.38956425293","-30 to -60m","456","456o","96.263423327","38.9564252933","o","3","2009.0","456o","0.359035","0.071035","3.111232","0.06701","5.0"
"747","-121.946313147","36.471055088","2.36500275616","0.30732908291","-30 to -60m","454","454o","75.9426702673","30.7329082906","o","3","2009.0","454o","0.103458","0.082836","2.904875","0.068684","5.0"
"748","-121.950463158","36.4785738712","2.45720986071","0.35968929027","-30 to -60m","452","452o","88.8811592829","35.9689290274","o","3","2009.0","452o","0.035217","0.078944","3.254095","0.069779","5.0"
"749","-121.948281142","36.4878265207","3.6403339093","0.52087160941","0 to -30m","450","450n","128.710177739","52.0871609413","n","2","2009.0","450n","14.282266","0.113919","4.19064","0.070501","5.0"
"750","-121.944586995","36.4951988877","2.38909643428","0.26259244699","0 to -30m","448","448n","64.8880067833","26.2592446988","n","2","2009.0","448n","15.950979","0.137924","4.19064","0.070964","5.0"
"751","-121.952323262","36.5010914438","3.0841377448","0.38050351417","-30 to -60m","446","446o","94.0244660176","38.0503514166","o","3","2009.0","446o","0.035217","0.156242","4.698596","0.071151","5.0"
"752","-121.953937","36.5062644694","2.85480935018","0.31745305178","-30 to -60m","444","444o","78.4443574588","31.7453051783","o","3","2009.0","444o","0.035217","0.168716","4.508112","0.070914","5.0"
"753","-121.935818044","36.5240881123","1.77537622415","0.15027087864","0 to -30m","435","435n","37.1327427899","15.0270878641","n","2","2009.0","435n","18.986535","0.176462","4.444618","0.068338","5.0"
"754","-121.950121646","36.5134533034","2.23296632428","0.226307592","0 to -30m","442","442n","55.9218238506","22.6307592002","n","2","2009.0","442n","18.627033","0.17154","4.444618","0.070454","5.0"
"755","-121.962626747","36.5205897141","2.55622777951","0.35388942419","-30 to -60m","440","440o","87.4479811625","35.3889424194","o","3","2009.0","440o","0.360843","0.169717","4.047777","0.069978","5.0"
"756","-121.941471886","36.5257262176","1.0956133158","0.07523972955","-30 to -60m","436","436o","18.5921420731","7.52397295548","o","3","2009.0","436o","0.440579","0.172987","4.41287","0.068697","5.0"
"757","-121.950071609","36.5264662054","1.47549361814","0.1143103828","-30 to -60m","438","438o","28.2467107476","11.4310382801","o","3","2009.0","438o","0.440579","0.185176","4.063651","0.069378","5.0"
"758","-121.929777591","36.5269530432","1.00580419025","0.06139188789","-30 to -60m","433","433o","15.1702658754","6.13918878873","o","3","2009.0","433o","0.687089","0.173545","4.508112","0.067469","4.0"
"759","-121.929972306","36.5342430866","1.74597538654","0.13556933844","0 to -30m","431","431n","33.499913091","13.5569338442","n","2","2009.0","431n","16.855349","0.180608","4.254134","0.066537","4.0"
"760","-121.935223702","36.5398470495","2.49483284129","0.25794863083","0 to -30m","429","429n","63.74049482","25.7948630829","n","2","2009.0","429n","14.298255","0.183237","3.587441","0.065378","4.0"
"761","-121.936007056","36.546416437","2.95990757425","0.33726829531","0 to -30m","427","427n","83.34081077","33.7268295313","n","2","2009.0","427n","12.200527","0.182257","3.809672","0.063911","4.0"
"762","-121.936740871","36.5532224124","3.3250363432","0.45112872312","0 to -30m","425","425n","111.476335217","45.1128723118","n","2","2009.0","425n","10.4717","0.184774","3.460452","0.062097","4.0"
"763","-121.952411801","36.5615183285","3.97442978795","0.43904369314","0 to -30m","420","420n","108.490059275","43.9043693144","n","2","2009.0","420n","16.839126","0.164975","5.492278","0.056159","4.0"
"764","-121.901788145","36.3267508408","3.41799714914","0.48866569827","0 to -30m","493","493n","120.751923781","48.866569827","n","2","2009.0","493n","2.602411","0.239425","1.39688","-0.025354","5.0"
"765","-121.90213636","36.3345558294","4.05073760477","0.67733798063","0 to -30m","491","491n","167.373860086","67.7337980633","n","2","2009.0","491n","2.37512","0.245602","1.127028","-0.018597","5.0"
"766","-121.901243818","36.3425831364","3.4615463999","0.58067651834","0 to -30m","489","489n","143.488292572","58.0676518335","n","2","2009.0","489n","2.665985","0.196712","1.158775","-0.011597","5.0"
"767","-121.922208257","36.34960442","5.44359446913","1.05163059042","-30 to -60m","487","487o","259.863578209","105.163059042","o","3","2009.0","487o","0.014345","0.163926","1.127028","-0.004279","5.0"
"768","-121.923245954","36.3568806504","4.23982734298","0.71612076251","-30 to -60m","485","485o","176.957294197","71.6120762512","o","3","2009.0","485o","0.014345","0.224989","1.555616","0.002992","5.0"
"769","-121.923171282","36.3647567782","3.82887765472","0.55834018671","-30 to -60m","483","483o","137.968864825","55.834018671","o","3","2009.0","483o","0.014345","0.268279","2.476287","0.009999","5.0"
"770","-121.922107322","36.3723766514","4.02962706006","0.69392561235","-30 to -60m","481","481o","171.47275315","69.3925612353","o","3","2009.0","481o","0.014345","0.267703","2.555655","0.016377","5.0"
"771","-121.921649191","36.3800953818","3.62751130854","0.57870834382","-30 to -60m","479","479o","143.001946059","57.8708343823","o","3","2009.0","479o","0.014345","0.263552","2.587402","0.022667","5.0"
"772","-121.920864133","36.3877621146","3.53082348765","0.56568691113","-30 to -60m","477","477o","139.784279965","56.5686911128","o","3","2009.0","477o","0.014345","0.238926","2.222309","0.028747","5.0"
"773","-121.908818532","36.3948734237","2.65862519007","0.33453273402","0 to -30m","475","475n","82.6648388535","33.4532734021","n","2","2009.0","475n","7.766643","0.208945","2.571529","0.034625","5.0"
"774","-121.915007057","36.4013175107","2.20548426838","0.16246239261","0 to -30m","473","473n","40.1453314993","16.2462392607","n","2","2009.0","473n","8.250167","0.210135","2.650897","0.040106","5.0"
"775","-121.918268121","36.4083178793","2.06863201206","0.20647598099","0 to -30m","471","471n","51.0213260463","20.647598099","n","2","2009.0","471n","9.444741","0.18791","2.809633","0.044825","5.0"
"776","-121.92090825","36.4165127095","2.98158142729","0.41795111104","0 to -30m","469","469n","103.277968729","41.7951111042","n","2","2009.0","469n","11.332202","0.164765","3.254095","0.048944","5.0"
"777","-121.920562173","36.4247871072","2.98195869483","0.44886504002","0 to -30m","467","467n","110.91696694","44.8865040016","n","2","2009.0","467n","11.549543","0.160213","3.333463","0.05251","5.0"
"778","-121.925930869","36.4316329193","3.4948979674","0.55981025116","0 to -30m","465","465n","138.332125663","55.9810251162","n","2","2009.0","465n","12.288603","0.133327","3.508073","0.055754","5.0"
"779","-121.925412213","36.4397308429","2.09375538725","0.19193805764","0 to -30m","463","463n","47.42892695","19.1938057635","n","2","2009.0","463n","8.723856","0.061221","2.476287","0.058672","5.0"
"780","-121.929445214","36.4465434712","1.93019512386","0.15984035056","0 to -30m","461","461n","39.4974107978","15.9840350555","n","2","2009.0","461n","9.224162","0.067898","2.746139","0.061351","5.0"
"781","-121.931971411","36.4615957765","2.54316852487","0.32695496142","0 to -30m","457","457n","80.7923304633","32.6954961416","n","2","2009.0","457n","10.47442","0.067705","3.254095","0.06604","5.0"
"782","-121.936713466","36.4686016902","2.33653861786","0.27605365924","0 to -30m","455","455n","68.2143447725","27.6053659242","n","2","2009.0","455n","10.19801","0.07386","3.000117","0.067882","5.0"
"783","-121.94164195","36.4758189843","2.15106886599","0.27226118614","0 to -30m","453","453n","67.2772042597","27.2261186139","n","2","2009.0","453n","11.539412","0.083795","3.079485","0.069295","5.0"
"784","-121.945274235","36.4837968218","2.73766253944","0.36344488477","0 to -30m","451","451n","89.8091868924","36.3444884766","n","2","2009.0","451n","14.582739","0.105037","4.174766","0.070171","5.0"
"785","-121.955751538","36.4925417364","2.91385318773","0.51894052471","-30 to -60m","449","449o","128.232996318","51.8940524715","o","3","2009.0","449o","0.035217","0.119994","4.000156","0.070757","5.0"
"786","-121.95296521","36.4987668807","2.73064696155","0.23699256875","-30 to -60m","447","447o","58.5621391047","23.6992568745","o","3","2009.0","447o","0.035217","0.149993","4.381123","0.071102","5.0"
"787","-121.942725302","36.5048444688","2.30953408445","0.27948410459","0 to -30m","445","445n","69.0620262798","27.9484104594","n","2","2009.0","445n","19.439909","0.157081","4.793838","0.071066","5.0"
